Trade number,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,淨損益 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %
54,多頭進場,2023-05-24 09:30,ENTRY|RD=-0.2072|VR=1.5772|S1=-0.0961|S3=-0.0999|E5=0.0412|E15=0|T5=0.1372|T15=0.0999|RV10=0.1647|MSO=25|MTC=245|SID=2|SCT=1|HP=0,30.4,1,30.4,0,0.00,0,0.00,-0.05,-0.16,0.5,0.00
55,多頭出場,2023-05-24 10:00,EXIT_REVERSION|XRD=-0.0764|BH=1,30.35,1,30.4,-0.05,-0.16,0,0.00,-0.05,-0.16,0.45,0.00
55,多頭進場,2023-05-24 09:55,ENTRY|RD=-0.2028|VR=3.3714|S1=-0.1484|S3=-0.161|E5=-0.0823|E15=-0.1234|T5=0.0662|T15=0.0377|RV10=0.0527|MSO=50|MTC=220|SID=3|SCT=2|HP=1,30.4,1,30.4,-0.05,-0.16,0,0.00,-0.05,-0.16,0.45,0.00
56,多頭出場,2023-05-30 11:10,EXIT_REVERSION|XRD=-0.0514|BH=1,31.7,1,31.7,0,0.00,0,0.00,0,0.00,0.45,0.00
56,多頭進場,2023-05-30 11:05,ENTRY|RD=-0.2048|VR=1.5308|S1=-0.0094|S3=-0.0275|E5=-0.0394|E15=-0.0394|T5=-0.0299|T15=-0.0119|RV10=0.0492|MSO=120|MTC=150|SID=4|SCT=1|HP=0,31.7,1,31.7,0,0.00,0,0.00,0,0.00,0.45,0.00
57,多頭出場,2023-06-21 13:10,EXIT_TIME|XRD=-0.1119|BH=2,32.75,1,32.6,0.15,0.46,0.15,0.46,0,0.00,0.6,0.00
57,多頭進場,2023-06-21 13:00,ENTRY|RD=-0.2123|VR=3.2647|S1=-0.1096|S3=-0.2116|E5=0|E15=0|T5=0.1095|T15=0.2116|RV10=0.0479|MSO=235|MTC=35|SID=5|SCT=1|HP=1,32.6,1,32.6,0.15,0.46,0.15,0.46,0,0.00,0.6,0.00
58,多頭出場,2023-07-19 10:05,EXIT_TIME|XRD=-0.1397|BH=2,32.55,1,32.55,0,0.00,0.05,0.15,0,0.00,0.6,0.00
58,多頭進場,2023-07-19 09:55,ENTRY|RD=-0.2031|VR=1.7565|S1=-0.1797|S3=-0.2418|E5=-0.0768|E15=-0.0384|T5=0.1031|T15=0.2039|RV10=0.0975|MSO=50|MTC=220|SID=3|SCT=1|HP=1,32.55,1,32.55,0,0.00,0.05,0.15,0,0.00,0.6,0.00
59,多頭出場,2023-07-21 09:35,EXIT_TIME|XRD=-0.1164|BH=2,31.8,1,31.75,0.05,0.16,0.05,0.16,-0.05,-0.16,0.65,0.00
59,多頭進場,2023-07-21 09:25,ENTRY|RD=-0.2124|VR=1.69|S1=-0.1083|S3=-0.1179|E5=0.0394|E15=0.1974|T5=0.1474|T15=0.315|RV10=0.6394|MSO=20|MTC=250|SID=2|SCT=1|HP=0,31.75,1,31.75,0.05,0.16,0.05,0.16,-0.05,-0.16,0.65,0.00
60,多頭出場,2023-07-21 11:55,EXIT_TIME|XRD=-0.2751|BH=2,31.8,1,31.8,0,0.00,0,0.00,0,0.00,0.65,0.00
60,多頭進場,2023-07-21 11:45,ENTRY|RD=-0.2658|VR=1.8168|S1=-0.0348|S3=0.0926|E5=-0.0393|E15=-0.0393|T5=-0.0047|T15=-0.1309|RV10=0.0423|MSO=160|MTC=110|SID=4|SCT=2|HP=0,31.8,1,31.8,0,0.00,0,0.00,0,0.00,0.65,0.00
61,多頭出場,2023-07-21 12:15,EXIT_TIME|XRD=-0.2983|BH=2,31.8,1,31.8,0,0.00,0,0.00,-0.05,-0.16,0.65,0.00
61,多頭進場,2023-07-21 12:05,ENTRY|RD=-0.274|VR=1.5624|S1=-0.0993|S3=-0.0302|E5=0|E15=-0.1179|T5=0.0988|T15=-0.0876|RV10=0.0533|MSO=180|MTC=90|SID=4|SCT=3|HP=0,31.8,1,31.8,0,0.00,0,0.00,-0.05,-0.16,0.65,0.00
62,多頭出場,2023-08-01 09:20,EXIT_REVERSION|XRD=-0.0479|BH=1,32.35,1,32.35,0,0.00,0,0.00,0,0.00,0.65,0.00
62,多頭進場,2023-08-01 09:15,ENTRY|RD=-0.2179|VR=1.7035|S1=-0.014|S3=-0.4051|E5=0|E15=0.6223|T5=0.014|T15=0.8333|RV10=0.1651|MSO=10|MTC=260|SID=2|SCT=1|HP=0,32.35,1,32.35,0,0.00,0,0.00,0,0.00,0.65,0.00
63,多頭出場,2023-08-21 13:10,EXIT_TIME|XRD=-0.1809|BH=2,30.8,1,30.8,0,0.00,0.05,0.16,0,0.00,0.65,0.00
63,多頭進場,2023-08-21 13:00,ENTRY|RD=-0.2077|VR=1.9578|S1=-0.0231|S3=-0.102|E5=-0.0406|E15=-0.0406|T5=-0.0173|T15=0.0621|RV10=0.0353|MSO=235|MTC=35|SID=5|SCT=1|HP=1,30.8,1,30.8,0,0.00,0.05,0.16,0,0.00,0.65,0.00
64,多頭出場,2023-08-23 09:20,EXIT_REVERSION|XRD=-0.0174|BH=1,31.2,1,31.15,0.05,0.16,0.05,0.16,0,0.00,0.7,0.00
64,多頭進場,2023-08-23 09:15,ENTRY|RD=-0.2166|VR=6.2138|S1=-0.0498|S3=-0.2362|E5=0.2817|E15=0.4839|T5=0.3309|T15=0.5445|RV10=0.0949|MSO=10|MTC=260|SID=2|SCT=1|HP=0,31.15,1,31.15,0.05,0.16,0.05,0.16,0,0.00,0.7,0.00
65,多頭出場,2023-08-25 12:55,EXIT_TIME|XRD=-0.1017|BH=2,31.2,1,31.2,0,0.00,0,0.00,0,0.00,0.7,0.00
65,多頭進場,2023-08-25 12:45,ENTRY|RD=-0.2165|VR=3.8455|S1=-0.0138|S3=-0.0076|E5=-0.04|E15=-0.04|T5=-0.0261|T15=-0.0323|RV10=0.0253|MSO=220|MTC=50|SID=4|SCT=1|HP=0,31.2,1,31.2,0,0.00,0,0.00,0,0.00,0.7,0.00
66,多頭出場,2023-08-29 09:25,EXIT_TIME|XRD=-0.2124|BH=2,31.35,1,31.35,0,0.00,0,0.00,-0.05,-0.16,0.7,0.00
66,多頭進場,2023-08-29 09:15,ENTRY|RD=-0.2036|VR=3.1351|S1=-0.1314|S3=-0.2865|E5=-0.0797|E15=-0.0399|T5=0.0518|T15=0.1122|RV10=0.0881|MSO=10|MTC=260|SID=2|SCT=1|HP=0,31.35,1,31.35,0,0.00,0,0.00,-0.05,-0.16,0.7,0.00
67,多頭出場,2023-09-11 09:35,EXIT_TIME|XRD=-0.2154|BH=2,30.9,1,31.05,-0.15,-0.48,0,0.00,-0.15,-0.48,0.55,0.00
67,多頭進場,2023-09-11 09:25,ENTRY|RD=-0.2204|VR=3.163|S1=-0.0337|S3=-0.1402|E5=-0.161|E15=-0.2011|T5=-0.127|T15=-0.0608|RV10=0.0703|MSO=20|MTC=250|SID=2|SCT=1|HP=0,31.05,1,31.05,-0.15,-0.48,0,0.00,-0.15,-0.48,0.55,0.00
68,多頭出場,2023-09-11 09:50,EXIT_TIME|XRD=-0.257|BH=2,30.9,1,30.9,0,0.00,0.05,0.16,0,0.00,0.55,0.00
68,多頭進場,2023-09-11 09:40,ENTRY|RD=-0.2089|VR=2.9742|S1=0.0065|S3=0.0115|E5=0|E15=-0.3225|T5=-0.0066|T15=-0.3332|RV10=0.0865|MSO=35|MTC=235|SID=2|SCT=2|HP=0,30.9,1,30.9,0,0.00,0.05,0.16,0,0.00,0.55,0.00
69,多頭出場,2023-09-11 10:30,EXIT_TIME|XRD=-0.1087|BH=2,30.95,1,30.9,0.05,0.16,0.05,0.16,0,0.00,0.6,0.00
69,多頭進場,2023-09-11 10:20,ENTRY|RD=-0.2574|VR=2.2343|S1=-0.0946|S3=-0.0986|E5=-0.1212|E15=-0.1616|T5=-0.026|T15=-0.0624|RV10=0.0705|MSO=75|MTC=195|SID=4|SCT=3|HP=0,30.9,1,30.9,0.05,0.16,0.05,0.16,0,0.00,0.6,0.00
70,多頭出場,2023-09-11 12:05,EXIT_TIME|XRD=-0.1908|BH=2,30.9,1,30.85,0.05,0.16,0.05,0.16,0,0.00,0.65,0.00
70,多頭進場,2023-09-11 11:55,ENTRY|RD=-0.2692|VR=3.2165|S1=-0.0934|S3=-0.0923|E5=-0.0809|E15=-0.1213|T5=0.0131|T15=-0.0284|RV10=0.0382|MSO=170|MTC=100|SID=4|SCT=4|HP=0,30.85,1,30.85,0.05,0.16,0.05,0.16,0,0.00,0.65,0.00
71,多頭出場,2023-09-27 12:50,EXIT_TIME|XRD=-0.2942|BH=2,30.55,1,30.5,0.05,0.16,0.05,0.16,0,0.00,0.7,0.00
71,多頭進場,2023-09-27 12:40,ENTRY|RD=-0.271|VR=2.6977|S1=-0.1337|S3=-0.1424|E5=0.041|E15=0.041|T5=0.1742|T15=0.1829|RV10=0.0259|MSO=215|MTC=55|SID=4|SCT=1|HP=0,30.5,1,30.5,0.05,0.16,0.05,0.16,0,0.00,0.7,0.00
72,多頭出場,2023-09-28 11:10,EXIT_TIME|XRD=-0.1417|BH=2,30.55,1,30.55,0,0.00,0,0.00,0,0.00,0.7,0.00
72,多頭進場,2023-09-28 11:00,ENTRY|RD=-0.2125|VR=2.4205|S1=-0.0752|S3=-0.1288|E5=-0.1634|E15=-0.2042|T5=-0.0878|T15=-0.0749|RV10=0.074|MSO=115|MTC=155|SID=4|SCT=1|HP=0,30.55,1,30.55,0,0.00,0,0.00,0,0.00,0.7,0.00
73,多頭出場,2023-10-02 12:05,EXIT_STOP|XRD=-1.0737|BH=1,31.1,1,31.1,0,0.00,0,0.00,0,0.00,0.7,0.00
73,多頭進場,2023-10-02 12:00,ENTRY|RD=-1.0737|VR=1.7663|S1=0.0807|S3=0|E5=0.0805|E15=0|T5=0|T15=0|RV10=0.044|MSO=175|MTC=95|SID=4|SCT=1|HP=0,31.1,1,31.1,0,0.00,0,0.00,0,0.00,0.7,0.00
74,多頭出場,2023-10-02 12:30,EXIT_STOP|XRD=-1.0333|BH=1,31.1,1,31.1,0,0.00,0,0.00,0,0.00,0.7,0.00
74,多頭進場,2023-10-02 12:25,ENTRY|RD=-1.0333|VR=2.5126|S1=0.0404|S3=0|E5=0.0402|E15=0|T5=0|T15=0|RV10=0.042|MSO=200|MTC=70|SID=4|SCT=2|HP=0,31.1,1,31.1,0,0.00,0,0.00,0,0.00,0.7,0.00
75,多頭出場,2023-10-02 12:45,EXIT_STOP|XRD=-1.2352|BH=1,31.05,1,31.05,0,0.00,0,0.00,0,0.00,0.7,0.00
75,多頭進場,2023-10-02 12:40,ENTRY|RD=-1.1948|VR=7.6033|S1=-0.1615|S3=-0.1615|E5=-0.1607|E15=-0.1607|T5=0|T15=0|RV10=0.0649|MSO=215|MTC=55|SID=4|SCT=3|HP=0,31.05,1,31.05,0,0.00,0,0.00,0,0.00,0.7,0.00
76,多頭出場,2023-10-16 12:35,EXIT_TIME|XRD=-0.104|BH=2,31.5,1,31.45,0.05,0.16,0.05,0.16,0,0.00,0.75,0.00
76,多頭進場,2023-10-16 12:25,ENTRY|RD=-0.2043|VR=1.5756|S1=-0.0491|S3=-0.1507|E5=0|E15=-0.0794|T5=0.0491|T15=0.0713|RV10=0.0538|MSO=200|MTC=70|SID=4|SCT=1|HP=0,31.45,1,31.45,0.05,0.16,0.05,0.16,0,0.00,0.75,0.00
77,多頭出場,2023-10-23 10:15,EXIT_TIME|XRD=-0.2378|BH=2,31,1,31.05,-0.05,-0.16,0,0.00,-0.05,-0.16,0.7,0.00
77,多頭進場,2023-10-23 10:05,ENTRY|RD=-0.2083|VR=1.9512|S1=-0.0163|S3=0.0016|E5=-0.0403|E15=-0.0403|T5=-0.0239|T15=-0.0419|RV10=0.1109|MSO=60|MTC=210|SID=4|SCT=1|HP=0,31.05,1,31.05,-0.05,-0.16,0,0.00,-0.05,-0.16,0.7,0.00
78,多頭出場,2023-10-23 12:45,EXIT_TIME|XRD=-0.304|BH=2,30.95,1,30.95,0,0.00,0,0.00,0,0.00,0.7,0.00
78,多頭進場,2023-10-23 12:35,ENTRY|RD=-0.2035|VR=1.9863|S1=-0.0813|S3=-0.0707|E5=-0.0404|E15=-0.0807|T5=0.0414|T15=-0.0096|RV10=0.0352|MSO=210|MTC=60|SID=4|SCT=2|HP=0,30.95,1,30.95,0,0.00,0,0.00,0,0.00,0.7,0.00
79,多頭出場,2023-10-24 09:20,EXIT_REVERSION|XRD=-0.077|BH=2,30.9,1,30.95,-0.05,-0.16,0,0.00,-0.05,-0.16,0.65,0.00
79,多頭進場,2023-10-24 09:10,ENTRY|RD=-0.2287|VR=2.0183|S1=-0.2287|S3=-0.1768|E5=-0.0404|E15=0|T5=0.1882|T15=0.2373|RV10=0.0396|MSO=5|MTC=265|SID=2|SCT=1|HP=0,30.95,1,30.95,-0.05,-0.16,0,0.00,-0.05,-0.16,0.65,0.00
80,多頭出場,2023-11-24 09:50,EXIT_TIME|XRD=-0.266|BH=2,32.85,1,32.85,0,0.00,0,0.00,-0.05,-0.15,0.65,0.00
80,多頭進場,2023-11-24 09:40,ENTRY|RD=-0.228|VR=3.4806|S1=0.038|S3=-0.076|E5=0.0381|E15=-0.0761|T5=0|T15=0|RV10=0.1047|MSO=35|MTC=235|SID=2|SCT=1|HP=0,32.85,1,32.85,0,0.00,0,0.00,-0.05,-0.15,0.65,0.00
81,多頭出場,2023-11-24 11:45,EXIT_TIME|XRD=-0.228|BH=2,32.85,1,32.85,0,0.00,0,0.00,-0.05,-0.15,0.65,0.00
81,多頭進場,2023-11-24 11:35,ENTRY|RD=-0.228|VR=1.8592|S1=0|S3=0|E5=0|E15=0|T5=0|T15=0|RV10=0.0638|MSO=150|MTC=120|SID=4|SCT=2|HP=0,32.85,1,32.85,0,0.00,0,0.00,-0.05,-0.15,0.65,0.00
82,多頭出場,2023-11-24 12:10,EXIT_TIME|XRD=-0.228|BH=2,32.85,1,32.85,0,0.00,0,0.00,-0.05,-0.15,0.65,0.00
82,多頭進場,2023-11-24 12:00,ENTRY|RD=-0.228|VR=5.3981|S1=0.038|S3=0|E5=0.0381|E15=0|T5=0|T15=0|RV10=0.0655|MSO=175|MTC=95|SID=4|SCT=3|HP=0,32.85,1,32.85,0,0.00,0,0.00,-0.05,-0.15,0.65,0.00
83,多頭出場,2023-11-24 12:30,EXIT_TIME|XRD=-0.3031|BH=2,32.8,1,32.8,0,0.00,0,0.00,-0.05,-0.15,0.65,0.00
83,多頭進場,2023-11-24 12:20,ENTRY|RD=-0.304|VR=3.6777|S1=0|S3=0|E5=0|E15=0|T5=0|T15=0|RV10=0.0533|MSO=195|MTC=75|SID=4|SCT=4|HP=0,32.8,1,32.8,0,0.00,0,0.00,-0.05,-0.15,0.65,0.00
84,多頭出場,2024-01-08 09:45,EXIT_TIME|XRD=-0.1659|BH=2,33.35,1,33.4,-0.05,-0.15,0,0.00,-0.05,-0.15,0.6,0.00
84,多頭進場,2024-01-08 09:35,ENTRY|RD=-0.2133|VR=3.0305|S1=-0.0442|S3=-0.1079|E5=0.1124|E15=0.1124|T5=0.1562|T15=0.2198|RV10=0.2231|MSO=30|MTC=240|SID=2|SCT=1|HP=0,33.4,1,33.4,-0.05,-0.15,0,0.00,-0.05,-0.15,0.6,0.00
85,多頭出場,2024-01-08 12:40,EXIT_TIME|XRD=-0.268|BH=2,33.25,1,33.25,0,0.00,0,0.00,0,0.00,0.6,0.00
85,多頭進場,2024-01-08 12:30,ENTRY|RD=-0.2674|VR=1.5777|S1=-0.0789|S3=-0.0926|E5=0.0376|E15=0.0376|T5=0.1165|T15=0.1301|RV10=0.047|MSO=205|MTC=65|SID=4|SCT=2|HP=0,33.25,1,33.25,0,0.00,0,0.00,0,0.00,0.6,0.00
86,多頭出場,2024-01-15 09:35,EXIT_REVERSION|XRD=-0.0994|BH=2,33.3,1,33.25,0.05,0.15,0.05,0.15,0,0.00,0.65,0.00
86,多頭進場,2024-01-15 09:25,ENTRY|RD=-0.2148|VR=4.0365|S1=-0.1391|S3=-0.1798|E5=-0.1503|E15=-0.4121|T5=-0.0108|T15=-0.2322|RV10=0.2254|MSO=20|MTC=250|SID=2|SCT=1|HP=0,33.25,1,33.25,0.05,0.15,0.05,0.15,0,0.00,0.65,0.00
87,多頭出場,2024-01-17 10:10,EXIT_TIME|XRD=-0.2812|BH=2,32,1,32,0,0.00,0,0.00,0,0.00,0.65,0.00
87,多頭進場,2024-01-17 10:00,ENTRY|RD=-0.2522|VR=1.5222|S1=-0.1075|S3=-0.0535|E5=0|E15=-0.1171|T5=0.1078|T15=-0.0632|RV10=0.1373|MSO=55|MTC=215|SID=3|SCT=1|HP=1,32,1,32,0,0.00,0,0.00,0,0.00,0.65,0.00
88,多頭出場,2024-01-17 11:30,EXIT_REVERSION|XRD=-0.0813|BH=2,31.95,1,31.95,0,0.00,0.05,0.16,0,0.00,0.65,0.00
88,多頭進場,2024-01-17 11:20,ENTRY|RD=-0.2477|VR=1.8219|S1=-0.0796|S3=0.0064|E5=-0.0391|E15=-0.0782|T5=0.0408|T15=-0.0844|RV10=0.0531|MSO=135|MTC=135|SID=4|SCT=2|HP=0,31.95,1,31.95,0,0.00,0.05,0.16,0,0.00,0.65,0.00
89,多頭出場,2024-01-17 12:05,EXIT_TIME|XRD=-0.1202|BH=2,31.9,1,31.9,0,0.00,0.05,0.16,0,0.00,0.65,0.00
89,多頭進場,2024-01-17 11:55,ENTRY|RD=-0.2999|VR=1.8259|S1=-0.1232|S3=-0.1164|E5=-0.0783|E15=-0.1564|T5=0.0456|T15=-0.0394|RV10=0.0471|MSO=170|MTC=100|SID=4|SCT=3|HP=0,31.9,1,31.9,0,0.00,0.05,0.16,0,0.00,0.65,0.00
90,多頭出場,2024-01-25 10:35,EXIT_REVERSION|XRD=-0.0592|BH=2,33.9,1,33.9,0,0.00,0,0.00,-0.05,-0.15,0.65,0.00
90,多頭進場,2024-01-25 10:25,ENTRY|RD=-0.2098|VR=1.558|S1=-0.1437|S3=-0.2148|E5=-0.1107|E15=-0.1107|T5=0.0325|T15=0.1034|RV10=0.0894|MSO=80|MTC=190|SID=4|SCT=1|HP=0,33.9,1,33.9,0,0.00,0,0.00,-0.05,-0.15,0.65,0.00
91,多頭出場,2024-03-27 13:05,EXIT_TIME|XRD=-0.14|BH=2,39.4,1,39.45,-0.05,-0.13,0,0.00,-0.05,-0.13,0.6,0.00
91,多頭進場,2024-03-27 12:55,ENTRY|RD=-0.2061|VR=2.375|S1=-0.0509|S3=-0.1524|E5=0|E15=0.0951|T5=0.0506|T15=0.2469|RV10=0.061|MSO=230|MTC=40|SID=5|SCT=1|HP=1,39.45,1,39.45,-0.05,-0.13,0,0.00,-0.05,-0.13,0.6,0.00
92,多頭出場,2024-04-30 11:55,EXIT_TIME|XRD=-0.1477|BH=2,39.8,1,39.8,0,0.00,0,0.00,0,0.00,0.6,0.00
92,多頭進場,2024-04-30 11:45,ENTRY|RD=-0.24|VR=2.1163|S1=0.0016|S3=-0.0839|E5=0.0314|E15=0|T5=0.0297|T15=0.0837|RV10=0.0357|MSO=160|MTC=110|SID=4|SCT=1|HP=0,39.8,1,39.8,0,0.00,0,0.00,0,0.00,0.6,0.00
93,多頭出場,2024-04-30 12:15,EXIT_TIME|XRD=-0.1844|BH=2,39.8,1,39.8,0,0.00,0,0.00,0,0.00,0.6,0.00
93,多頭進場,2024-04-30 12:05,ENTRY|RD=-0.2197|VR=3.7143|S1=-0.0394|S3=-0.0639|E5=0.0629|E15=0.0629|T5=0.102|T15=0.1265|RV10=0.0377|MSO=180|MTC=90|SID=4|SCT=2|HP=0,39.8,1,39.8,0,0.00,0,0.00,0,0.00,0.6,0.00
94,多頭出場,2024-04-30 12:35,EXIT_TIME|XRD=-0.1908|BH=2,39.8,1,39.8,0,0.00,0,0.00,0,0.00,0.6,0.00
94,多頭進場,2024-04-30 12:25,ENTRY|RD=-0.2626|VR=2.4701|S1=-0.0863|S3=-0.0869|E5=-0.0314|E15=-0.0314|T5=0.0546|T15=0.0552|RV10=0.0308|MSO=200|MTC=70|SID=4|SCT=3|HP=0,39.8,1,39.8,0,0.00,0,0.00,0,0.00,0.6,0.00
95,多頭出場,2024-05-07 10:00,EXIT_TIME|XRD=-0.2114|BH=2,40,1,40.05,-0.05,-0.12,0,0.00,-0.05,-0.12,0.55,0.00
95,多頭進場,2024-05-07 09:50,ENTRY|RD=-0.2514|VR=4.6667|S1=-0.1178|S3=-0.0887|E5=0.1876|E15=0.1876|T5=0.3054|T15=0.2761|RV10=0.1892|MSO=45|MTC=225|SID=3|SCT=1|HP=1,40.05,1,40.05,-0.05,-0.12,0,0.00,-0.05,-0.12,0.55,0.00
96,多頭出場,2024-05-07 10:25,EXIT_REVERSION|XRD=-0.0098|BH=1,39.95,1,39.9,0.05,0.13,0.05,0.13,0,0.00,0.6,0.00
96,多頭進場,2024-05-07 10:20,ENTRY|RD=-0.2221|VR=1.6837|S1=-0.1205|S3=-0.0383|E5=-0.2812|E15=-0.3435|T5=-0.1603|T15=-0.3046|RV10=0.1146|MSO=75|MTC=195|SID=4|SCT=2|HP=0,39.9,1,39.9,0.05,0.13,0.05,0.13,0,0.00,0.6,0.00
97,多頭出場,2024-05-07 10:40,EXIT_REVERSION|XRD=-0.0684|BH=1,40.05,1,40.05,0,0.00,0,0.00,-0.05,-0.12,0.6,0.00
97,多頭進場,2024-05-07 10:35,ENTRY|RD=-0.2362|VR=1.6374|S1=-0.1258|S3=-0.0141|E5=0|E15=0.282|T5=0.1259|T15=0.2956|RV10=0.1272|MSO=90|MTC=180|SID=4|SCT=3|HP=0,40.05,1,40.05,0,0.00,0,0.00,-0.05,-0.12,0.6,0.00
98,多頭出場,2024-05-07 12:40,EXIT_TIME|XRD=-0.2963|BH=2,40.05,1,40,0.05,0.13,0.05,0.13,0,0.00,0.65,0.00
98,多頭進場,2024-05-07 12:30,ENTRY|RD=-0.3212|VR=2.3516|S1=-0.1043|S3=0.0214|E5=-0.0312|E15=0|T5=0.0731|T15=-0.0214|RV10=0.026|MSO=205|MTC=65|SID=4|SCT=4|HP=0,40,1,40,0.05,0.13,0.05,0.13,0,0.00,0.65,0.00
99,多頭出場,2024-05-07 13:00,EXIT_TIME|XRD=-0.3625|BH=2,40.05,1,40.05,0,0.00,0,0.00,0,0.00,0.65,0.00
99,多頭進場,2024-05-07 12:50,ENTRY|RD=-0.3569|VR=3.1779|S1=-0.0057|S3=-0.1059|E5=0.0312|E15=0.0625|T5=0.0368|T15=0.1682|RV10=0.0219|MSO=225|MTC=45|SID=5|SCT=5|HP=1,40.05,1,40.05,0,0.00,0,0.00,0,0.00,0.65,0.00
100,多頭出場,2024-06-19 13:10,EXIT_TIME|XRD=-0.1304|BH=2,47.1,1,47,0.1,0.21,0.15,0.32,0,0.00,0.75,0.00
100,多頭進場,2024-06-19 13:00,ENTRY|RD=-0.2183|VR=4.2321|S1=-0.0913|S3=-0.1876|E5=0.2933|E15=0.5884|T5=0.383|T15=0.7739|RV10=0.151|MSO=235|MTC=35|SID=5|SCT=1|HP=1,47,1,47,0.1,0.21,0.15,0.32,0,0.00,0.75,0.00
101,多頭出場,2024-07-10 09:35,EXIT_REVERSION|XRD=0.059|BH=2,49.1,1,49.05,0.05,0.10,0.05,0.10,0,0.00,0.8,0.00
101,多頭進場,2024-07-10 09:25,ENTRY|RD=-0.305|VR=1.7995|S1=-0.3853|S3=-0.4121|E5=-0.1527|E15=-0.2289|T5=0.2325|T15=0.1827|RV10=0.2236|MSO=20|MTC=250|SID=2|SCT=1|HP=0,49.05,1,49.05,0.05,0.10,0.05,0.10,0,0.00,0.8,0.00
102,多頭出場,2024-07-10 10:30,EXIT_REVERSION|XRD=-0.0369|BH=2,49.25,1,49.25,0,0.00,0.1,0.20,0,0.00,0.8,0.00
102,多頭進場,2024-07-10 10:20,ENTRY|RD=-0.3252|VR=2.3443|S1=-0.3582|S3=-0.1944|E5=0.5361|E15=0.7677|T5=0.8954|T15=0.9617|RV10=0.2352|MSO=75|MTC=195|SID=4|SCT=2|HP=0,49.25,1,49.25,0,0.00,0.1,0.20,0,0.00,0.8,0.00
103,多頭出場,2024-07-10 13:10,EXIT_TIME|XRD=-0.2677|BH=2,49.55,1,49.55,0,0.00,0.05,0.10,0,0.00,0.8,0.00
103,多頭進場,2024-07-10 13:00,ENTRY|RD=-0.2777|VR=9.6752|S1=-0.2896|S3=-0.0642|E5=0.2782|E15=0.2022|T5=0.5658|T15=0.2653|RV10=0.1077|MSO=235|MTC=35|SID=5|SCT=3|HP=1,49.55,1,49.55,0,0.00,0.05,0.10,0,0.00,0.8,0.00
104,多頭出場,2024-07-17 10:15,EXIT_REVERSION|XRD=0.0446|BH=1,49,1,49,0,0.00,0,0.00,0,0.00,0.8,0.00
104,多頭進場,2024-07-17 10:10,ENTRY|RD=-0.2222|VR=2.4033|S1=-0.2323|S3=0.0637|E5=0.1277|E15=-0.2291|T5=0.3599|T15=-0.2917|RV10=0.1329|MSO=65|MTC=205|SID=4|SCT=1|HP=0,49,1,49,0,0.00,0,0.00,0,0.00,0.8,0.00
105,多頭出場,2024-07-17 12:10,EXIT_REVERSION|XRD=0.025|BH=1,48.65,1,48.65,0,0.00,0.05,0.10,0,0.00,0.8,0.00
105,多頭進場,2024-07-17 12:05,ENTRY|RD=-0.2411|VR=1.6824|S1=-0.2121|S3=-0.1151|E5=0.0771|E15=-0.077|T5=0.2903|T15=0.0385|RV10=0.1464|MSO=180|MTC=90|SID=4|SCT=2|HP=0,48.65,1,48.65,0,0.00,0.05,0.10,0,0.00,0.8,0.00
106,多頭出場,2024-07-26 12:15,EXIT_TIME|XRD=-0.1631|BH=2,44.7,1,44.65,0.05,0.11,0.05,0.11,0,0.00,0.85,0.00
106,多頭進場,2024-07-26 12:05,ENTRY|RD=-0.2485|VR=1.7048|S1=-0.12|S3=-0.0689|E5=-0.0839|E15=-0.1398|T5=0.0355|T15=-0.0711|RV10=0.0868|MSO=180|MTC=90|SID=4|SCT=1|HP=0,44.65,1,44.65,0.05,0.11,0.05,0.11,0,0.00,0.85,0.00
107,多頭出場,2024-08-05 09:20,EXIT_TIME|XRD=-0.1327|BH=2,40.9,1,40.7,0.2,0.49,0.35,0.86,-0.05,-0.12,1.05,0.00
107,多頭進場,2024-08-05 09:10,ENTRY|RD=-0.3816|VR=6.0672|S1=-0.3816|S3=-0.3693|E5=-0.5501|E15=-7.0286|T5=-0.1685|T15=-6.6795|RV10=1.9162|MSO=5|MTC=265|SID=2|SCT=1|HP=0,40.7,1,40.7,0.2,0.49,0.35,0.86,-0.05,-0.12,1.05,0.00
108,多頭出場,2024-08-05 09:35,EXIT_REVERSION|XRD=0.1105|BH=2,40.85,1,40.75,0.1,0.25,0.1,0.25,-0.2,-0.49,1.15,0.00
108,多頭進場,2024-08-05 09:25,ENTRY|RD=-0.4238|VR=2.2017|S1=-0.2911|S3=-0.0422|E5=-0.3667|E15=0.1844|T5=-0.0755|T15=0.2259|RV10=1.9431|MSO=20|MTC=250|SID=2|SCT=2|HP=0,40.75,1,40.75,0.1,0.25,0.1,0.25,-0.2,-0.49,1.15,0.00
109,多頭出場,2024-08-05 13:00,EXIT_TIME|XRD=-0.4165|BH=2,39.65,1,39.75,-0.1,-0.25,0.05,0.13,-0.1,-0.25,1.05,0.00
109,多頭進場,2024-08-05 12:50,ENTRY|RD=-0.2689|VR=1.8116|S1=-0.1697|S3=-0.1026|E5=-0.625|E15=-0.9963|T5=-0.451|T15=-0.8902|RV10=0.2162|MSO=225|MTC=45|SID=5|SCT=3|HP=1,39.75,1,39.75,-0.1,-0.25,0.05,0.13,-0.1,-0.25,1.05,0.00
