Trade number,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,淨損益 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %
110,多頭出場,2024-08-06 12:05,EXIT_TIME|XRD=-0.2074|BH=2,42.15,1,42.25,-0.1,-0.24,0.15,0.36,-0.15,-0.36,0.95,0.00
110,多頭進場,2024-08-06 11:55,ENTRY|RD=-0.3218|VR=2.4875|S1=0.0239|S3=-0.1925|E5=0.0296|E15=0.2968|T5=0.0058|T15=0.4881|RV10=0.1811|MSO=170|MTC=100|SID=4|SCT=1|HP=0,42.25,1,42.25,-0.1,-0.24,0.15,0.36,-0.15,-0.36,0.95,0.00
111,多頭出場,2024-08-21 12:50,EXIT_REVERSION|XRD=-0.035|BH=2,45.4,1,45.45,-0.05,-0.11,0.05,0.11,-0.05,-0.11,0.9,0.00
111,多頭進場,2024-08-21 12:40,ENTRY|RD=-0.2642|VR=2.1902|S1=-0.073|S3=-0.1953|E5=-0.11|E15=-0.247|T5=-0.0365|T15=-0.0511|RV10=0.0784|MSO=215|MTC=55|SID=4|SCT=1|HP=0,45.45,1,45.45,-0.05,-0.11,0.05,0.11,-0.05,-0.11,0.9,0.00
112,多頭出場,2024-09-02 11:50,EXIT_REVERSION|XRD=-0.0171|BH=2,45.25,1,45.15,0.1,0.22,0.1,0.22,0,0.00,1,0.00
112,多頭進場,2024-09-02 11:40,ENTRY|RD=-0.2132|VR=1.7732|S1=-0.1037|S3=-0.1495|E5=-0.1383|E15=-0.3038|T5=-0.0336|T15=-0.1531|RV10=0.0652|MSO=155|MTC=115|SID=4|SCT=1|HP=0,45.15,1,45.15,0.1,0.22,0.1,0.22,0,0.00,1,0.00
113,多頭出場,2024-09-18 12:55,EXIT_TIME|XRD=-0.1351|BH=2,44.2,1,44.25,-0.05,-0.11,0.05,0.11,-0.05,-0.11,0.95,0.00
113,多頭進場,2024-09-18 12:45,ENTRY|RD=-0.2183|VR=2.4949|S1=-0.1129|S3=-0.2065|E5=-0.141|E15=-0.3939|T5=-0.0276|T15=-0.187|RV10=0.0672|MSO=220|MTC=50|SID=4|SCT=1|HP=0,44.25,1,44.25,-0.05,-0.11,0.05,0.11,-0.05,-0.11,0.95,0.00
114,多頭出場,2024-09-30 09:55,EXIT_TIME|XRD=-0.267|BH=2,46.45,1,46.55,-0.1,-0.21,0,0.00,-0.15,-0.32,0.85,0.00
114,多頭進場,2024-09-30 09:45,ENTRY|RD=-0.2941|VR=1.5196|S1=-0.0828|S3=-0.1877|E5=-0.1074|E15=-0.2412|T5=-0.0244|T15=-0.0535|RV10=0.3756|MSO=40|MTC=230|SID=2|SCT=1|HP=0,46.55,1,46.55,-0.1,-0.21,0,0.00,-0.15,-0.32,0.85,0.00
115,多頭出場,2024-09-30 10:15,EXIT_TIME|XRD=-0.353|BH=2,46.25,1,46.35,-0.1,-0.22,0.05,0.11,-0.1,-0.22,0.75,0.00
115,多頭進場,2024-09-30 10:05,ENTRY|RD=-0.3647|VR=2.2119|S1=-0.1048|S3=-0.1302|E5=-0.2154|E15=-0.4031|T5=-0.1098|T15=-0.2718|RV10=0.126|MSO=60|MTC=210|SID=4|SCT=2|HP=0,46.35,1,46.35,-0.1,-0.22,0.05,0.11,-0.1,-0.22,0.75,0.00
116,多頭出場,2024-09-30 12:50,EXIT_TIME|XRD=-0.2591|BH=2,46.1,1,46.15,-0.05,-0.11,0,0.00,-0.05,-0.11,0.7,0.00
116,多頭進場,2024-09-30 12:40,ENTRY|RD=-0.2212|VR=1.9897|S1=-0.0344|S3=-0.0413|E5=-0.0812|E15=-0.1893|T5=-0.0464|T15=-0.1474|RV10=0.0499|MSO=215|MTC=55|SID=4|SCT=3|HP=0,46.15,1,46.15,-0.05,-0.11,0,0.00,-0.05,-0.11,0.7,0.00
117,多頭出場,2024-10-01 10:40,EXIT_REVERSION|XRD=-0.0705|BH=2,45.95,1,45.85,0.1,0.22,0.1,0.22,0,0.00,0.8,0.00
117,多頭進場,2024-10-01 10:30,ENTRY|RD=-0.203|VR=2.104|S1=-0.1144|S3=-0.1652|E5=-0.0545|E15=-0.1633|T5=0.0602|T15=0.0022|RV10=0.0729|MSO=85|MTC=185|SID=4|SCT=1|HP=0,45.85,1,45.85,0.1,0.22,0.1,0.22,0,0.00,0.8,0.00
118,多頭出場,2024-10-08 12:30,EXIT_TIME|XRD=-0.4192|BH=2,46.7,1,46.7,0,0.00,0,0.00,-0.05,-0.11,0.8,0.00
118,多頭進場,2024-10-08 12:20,ENTRY|RD=-0.3888|VR=2.3199|S1=-0.0643|S3=-0.024|E5=0.2146|E15=0.1877|T5=0.278|T15=0.211|RV10=0.0798|MSO=195|MTC=75|SID=4|SCT=1|HP=0,46.7,1,46.7,0,0.00,0,0.00,-0.05,-0.11,0.8,0.00
119,多頭出場,2024-10-08 13:10,EXIT_REVERSION|XRD=0.0799|BH=2,46.8,1,46.75,0.05,0.11,0.05,0.11,0,0.00,0.85,0.00
119,多頭進場,2024-10-08 13:00,ENTRY|RD=-0.2875|VR=2.3052|S1=0.0769|S3=0.0914|E5=0.1338|E15=0.1874|T5=0.0568|T15=0.0957|RV10=0.0846|MSO=235|MTC=35|SID=5|SCT=2|HP=1,46.75,1,46.75,0.05,0.11,0.05,0.11,0,0.00,0.85,0.00
120,多頭出場,2024-10-14 09:20,EXIT_REVERSION|XRD=0.1318|BH=1,48,1,48,0,0.00,0,0.00,-0.05,-0.10,0.85,0.00
120,多頭進場,2024-10-14 09:15,ENTRY|RD=-0.2058|VR=1.5016|S1=-0.2339|S3=-0.2406|E5=0.4449|E15=-0.1301|T5=0.6789|T15=0.0456|RV10=0.2438|MSO=10|MTC=260|SID=2|SCT=1|HP=0,48,1,48,0,0.00,0,0.00,-0.05,-0.10,0.85,0.00
121,多頭出場,2024-10-14 10:20,EXIT_TIME|XRD=-0.2794|BH=2,48.2,1,48.05,0.15,0.31,0.2,0.42,0,0.00,1,0.00
121,多頭進場,2024-10-14 10:10,ENTRY|RD=-0.2868|VR=2.6175|S1=-0.0884|S3=-0.3058|E5=0.2346|E15=0.2346|T5=0.322|T15=0.5392|RV10=0.0904|MSO=65|MTC=205|SID=4|SCT=2|HP=0,48.05,1,48.05,0.15,0.31,0.2,0.42,0,0.00,1,0.00
122,多頭出場,2024-10-15 09:15,EXIT_REVERSION|XRD=0.0859|BH=1,48.55,1,48.5,0.05,0.10,0.05,0.10,0,0.00,1.05,0.00
122,多頭進場,2024-10-15 09:10,ENTRY|RD=-0.2734|VR=1.6732|S1=-0.2734|S3=-0.4462|E5=0.0258|E15=0.6744|T5=0.2992|T15=1.1687|RV10=0.2307|MSO=5|MTC=265|SID=2|SCT=1|HP=0,48.5,1,48.5,0.05,0.10,0.05,0.10,0,0.00,1.05,0.00
123,多頭出場,2024-10-16 11:30,EXIT_TIME|XRD=-0.1662|BH=2,48.7,1,48.65,0.05,0.10,0.05,0.10,-0.05,-0.10,1.1,0.00
123,多頭進場,2024-10-16 11:20,ENTRY|RD=-0.2428|VR=1.5789|S1=-0.2976|S3=-0.0465|E5=0|E15=-0.0257|T5=0.2943|T15=0.0202|RV10=0.0486|MSO=135|MTC=135|SID=4|SCT=1|HP=0,48.65,1,48.65,0.05,0.10,0.05,0.10,-0.05,-0.10,1.1,0.00
124,多頭出場,2024-10-16 12:45,EXIT_REVERSION|XRD=-0.0054|BH=1,48.3,1,48.45,-0.15,-0.31,0,0.00,-0.15,-0.31,0.95,0.00
124,多頭進場,2024-10-16 12:40,ENTRY|RD=-0.3069|VR=1.6332|S1=-0.3315|S3=-0.4387|E5=-0.0516|E15=-0.1546|T5=0.2774|T15=0.2805|RV10=0.1077|MSO=215|MTC=55|SID=4|SCT=2|HP=0,48.45,1,48.45,-0.15,-0.31,0,0.00,-0.15,-0.31,0.95,0.00
125,多頭出場,2024-10-16 12:55,EXIT_REVERSION|XRD=0.0195|BH=1,48.3,1,48.3,0,0.00,0,0.00,0,0.00,0.95,0.00
125,多頭進場,2024-10-16 12:50,ENTRY|RD=-0.3071|VR=2.9764|S1=-0.3017|S3=-0.3317|E5=-0.0518|E15=-0.3869|T5=0.2485|T15=-0.0578|RV10=0.1214|MSO=225|MTC=45|SID=5|SCT=3|HP=1,48.3,1,48.3,0,0.00,0,0.00,0,0.00,0.95,0.00
126,多頭出場,2024-10-17 10:55,EXIT_TIME|XRD=-0.1408|BH=2,48.05,1,48,0.05,0.10,0.05,0.10,0,0.00,1,0.00
126,多頭進場,2024-10-17 10:45,ENTRY|RD=-0.2056|VR=1.8176|S1=-0.0076|S3=-0.3182|E5=-0.0781|E15=-0.0781|T5=-0.0703|T15=0.2424|RV10=0.0746|MSO=100|MTC=170|SID=4|SCT=1|HP=0,48,1,48,0.05,0.10,0.05,0.10,0,0.00,1,0.00
127,多頭出場,2024-10-17 11:10,EXIT_REVERSION|XRD=0.0714|BH=2,48.2,1,48.1,0.1,0.21,0.1,0.21,0,0.00,1.1,0.00
127,多頭進場,2024-10-17 11:00,ENTRY|RD=-0.2919|VR=2.0515|S1=-0.1512|S3=-0.0864|E5=0.1561|E15=0.2344|T5=0.3078|T15=0.3207|RV10=0.0849|MSO=115|MTC=155|SID=4|SCT=2|HP=0,48.1,1,48.1,0.1,0.21,0.1,0.21,0,0.00,1.1,0.00
128,多頭出場,2024-10-18 09:20,EXIT_REVERSION|XRD=0.1028|BH=1,49.8,1,49.85,-0.05,-0.10,0,0.00,-0.1,-0.20,1.05,0.00
128,多頭進場,2024-10-18 09:15,ENTRY|RD=-0.2146|VR=3.613|S1=-0.0744|S3=-0.2206|E5=-0.2253|E15=2.9982|T5=-0.1508|T15=3.2327|RV10=0.9247|MSO=10|MTC=260|SID=2|SCT=1|HP=0,49.85,1,49.85,-0.05,-0.10,0,0.00,-0.1,-0.20,1.05,0.00
129,多頭出場,2024-10-18 10:10,EXIT_REVERSION|XRD=0.014|BH=1,49.95,1,49.9,0.05,0.10,0.1,0.20,0,0.00,1.1,0.00
129,多頭進場,2024-10-18 10:05,ENTRY|RD=-0.314|VR=2.2498|S1=-0.1349|S3=-0.2822|E5=-0.1251|E15=0.1003|T5=0.0095|T15=0.3823|RV10=0.1577|MSO=60|MTC=210|SID=4|SCT=2|HP=0,49.9,1,49.9,0.05,0.10,0.1,0.20,0,0.00,1.1,0.00
130,多頭出場,2024-10-18 13:10,EXIT_TIME|XRD=-0.1123|BH=2,49.5,1,49.4,0.1,0.20,0.15,0.30,0,0.00,1.2,0.00
130,多頭進場,2024-10-18 13:00,ENTRY|RD=-0.2486|VR=1.5856|S1=-0.113|S3=-0.0914|E5=-0.1264|E15=-0.1768|T5=-0.0125|T15=-0.0846|RV10=0.0662|MSO=235|MTC=35|SID=5|SCT=3|HP=1,49.4,1,49.4,0.1,0.20,0.15,0.30,0,0.00,1.2,0.00
131,多頭出場,2024-10-21 11:45,EXIT_REVERSION|XRD=-0.024|BH=1,49.85,1,49.85,0,0.00,0,0.00,-0.05,-0.10,1.2,0.00
131,多頭進場,2024-10-21 11:40,ENTRY|RD=-0.2853|VR=2.7114|S1=-0.1898|S3=-0.2873|E5=0.0753|E15=-0.0251|T5=0.2648|T15=0.2619|RV10=0.0685|MSO=155|MTC=115|SID=4|SCT=1|HP=0,49.85,1,49.85,0,0.00,0,0.00,-0.05,-0.10,1.2,0.00
132,多頭出場,2024-10-21 12:45,EXIT_TIME|XRD=-0.1103|BH=2,49.65,1,49.7,-0.05,-0.10,0,0.00,-0.1,-0.20,1.15,0.00
132,多頭進場,2024-10-21 12:35,ENTRY|RD=-0.2031|VR=1.9529|S1=-0.2555|S3=-0.2842|E5=0.0252|E15=0|T5=0.2813|T15=0.2849|RV10=0.0435|MSO=210|MTC=60|SID=4|SCT=2|HP=0,49.7,1,49.7,-0.05,-0.10,0,0.00,-0.1,-0.20,1.15,0.00
133,多頭出場,2024-10-21 13:05,EXIT_TIME|XRD=-0.3025|BH=2,49.6,1,49.6,0,0.00,0.05,0.10,0,0.00,1.15,0.00
133,多頭進場,2024-10-21 12:55,ENTRY|RD=-0.3583|VR=1.5682|S1=-0.321|S3=-0.0951|E5=-0.0504|E15=-0.151|T5=0.2715|T15=-0.0555|RV10=0.068|MSO=230|MTC=40|SID=5|SCT=3|HP=1,49.6,1,49.6,0,0.00,0.05,0.10,0,0.00,1.15,0.00
134,多頭出場,2024-10-22 09:25,EXIT_TIME|XRD=-0.3494|BH=2,49.15,1,48.95,0.2,0.41,0.2,0.41,-0.05,-0.10,1.35,0.00
134,多頭進場,2024-10-22 09:15,ENTRY|RD=-0.2446|VR=2.7019|S1=-0.226|S3=-0.0099|E5=-0.3564|E15=-1.1616|T5=-0.1305|T15=-1.2286|RV10=0.2632|MSO=10|MTC=260|SID=2|SCT=1|HP=0,48.95,1,48.95,0.2,0.41,0.2,0.41,-0.05,-0.10,1.35,0.00
135,多頭出場,2024-10-23 09:20,EXIT_REVERSION|XRD=-0.0046|BH=2,48.95,1,49.05,-0.1,-0.20,0.05,0.10,-0.15,-0.31,1.25,0.00
135,多頭進場,2024-10-23 09:10,ENTRY|RD=-0.4275|VR=3.8159|S1=-0.4275|S3=-0.0611|E5=-0.1527|E15=-0.4061|T5=0.2748|T15=-0.3135|RV10=0.1217|MSO=5|MTC=265|SID=2|SCT=1|HP=0,49.05,1,49.05,-0.1,-0.20,0.05,0.10,-0.15,-0.31,1.25,0.00
136,多頭出場,2024-10-23 10:05,EXIT_TIME|XRD=-0.1398|BH=2,49.05,1,49.05,0,0.00,0.05,0.10,-0.05,-0.10,1.25,0.00
136,多頭進場,2024-10-23 09:55,ENTRY|RD=-0.3297|VR=1.5959|S1=-0.0211|S3=0.0345|E5=-0.3555|E15=-0.2795|T5=-0.3334|T15=-0.3128|RV10=0.1764|MSO=50|MTC=220|SID=3|SCT=2|HP=1,49.05,1,49.05,0,0.00,0.05,0.10,-0.05,-0.10,1.25,0.00
137,多頭出場,2024-10-23 11:45,EXIT_TIME|XRD=-0.1439|BH=2,48.95,1,48.95,0,0.00,0,0.00,-0.05,-0.10,1.25,0.00
137,多頭進場,2024-10-23 11:35,ENTRY|RD=-0.4328|VR=2.4207|S1=-0.0566|S3=0.0612|E5=-0.1021|E15=-0.0766|T5=-0.0451|T15=-0.1374|RV10=0.055|MSO=150|MTC=120|SID=4|SCT=3|HP=0,48.95,1,48.95,0,0.00,0,0.00,-0.05,-0.10,1.25,0.00
138,多頭出場,2024-10-23 13:00,EXIT_TIME|XRD=-0.489|BH=2,48.95,1,48.95,0,0.00,0,0.00,0,0.00,1.25,0.00
138,多頭進場,2024-10-23 12:50,ENTRY|RD=-0.4853|VR=2.7207|S1=-0.2698|S3=-0.3071|E5=0.0255|E15=0|T5=0.2958|T15=0.3078|RV10=0.0191|MSO=225|MTC=45|SID=5|SCT=4|HP=1,48.95,1,48.95,0,0.00,0,0.00,0,0.00,1.25,0.00
139,多頭出場,2024-10-24 09:40,EXIT_REVERSION|XRD=0.0136|BH=2,49.15,1,49.15,0,0.00,0.05,0.10,0,0.00,1.25,0.00
139,多頭進場,2024-10-24 09:30,ENTRY|RD=-0.3238|VR=2.0126|S1=-0.0578|S3=-0.0646|E5=0.2806|E15=0.2295|T5=0.3375|T15=0.2933|RV10=0.0956|MSO=25|MTC=245|SID=2|SCT=1|HP=0,49.15,1,49.15,0,0.00,0.05,0.10,0,0.00,1.25,0.00
140,多頭出場,2024-10-24 10:30,EXIT_REVERSION|XRD=-0.0491|BH=2,49.05,1,49.05,0,0.00,0.05,0.10,0,0.00,1.25,0.00
140,多頭進場,2024-10-24 10:20,ENTRY|RD=-0.3725|VR=1.729|S1=-0.1733|S3=-0.3431|E5=0.1531|E15=0.2299|T5=0.3258|T15=0.5732|RV10=0.146|MSO=75|MTC=195|SID=4|SCT=2|HP=0,49.05,1,49.05,0,0.00,0.05,0.10,0,0.00,1.25,0.00
141,多頭出場,2024-10-24 12:50,EXIT_REVERSION|XRD=0.131|BH=1,48.7,1,48.75,-0.05,-0.10,0.05,0.10,-0.05,-0.10,1.2,0.00
141,多頭進場,2024-10-24 12:45,ENTRY|RD=-0.3448|VR=5.2832|S1=-0.0828|S3=-0.3841|E5=-0.1025|E15=-0.1536|T5=-0.0193|T15=0.2319|RV10=0.0344|MSO=220|MTC=50|SID=4|SCT=3|HP=0,48.75,1,48.75,-0.05,-0.10,0.05,0.10,-0.05,-0.10,1.2,0.00
142,多頭出場,2024-10-25 12:00,EXIT_REVERSION|XRD=-0.0545|BH=1,48.9,1,48.9,0,0.00,0,0.00,-0.05,-0.10,1.2,0.00
142,多頭進場,2024-10-25 11:55,ENTRY|RD=-0.2815|VR=1.7658|S1=-0.2712|S3=-0.4062|E5=0|E15=-0.1277|T5=0.2718|T15=0.2794|RV10=0.0327|MSO=170|MTC=100|SID=4|SCT=1|HP=0,48.9,1,48.9,0,0.00,0,0.00,-0.05,-0.10,1.2,0.00
143,多頭出場,2024-10-29 09:50,EXIT_REVERSION|XRD=-0.015|BH=2,47.95,1,48.05,-0.1,-0.21,0,0.00,-0.1,-0.21,1.1,0.00
143,多頭進場,2024-10-29 09:40,ENTRY|RD=-0.3569|VR=2.8692|S1=0.0386|S3=0.0129|E5=0.026|E15=-0.026|T5=-0.0126|T15=-0.0388|RV10=0.5054|MSO=35|MTC=235|SID=2|SCT=1|HP=0,48.05,1,48.05,-0.1,-0.21,0,0.00,-0.1,-0.21,1.1,0.00
144,多頭出場,2024-10-29 10:15,EXIT_TIME|XRD=-0.1209|BH=2,47.65,1,47.6,0.05,0.11,0.05,0.11,-0.05,-0.11,1.15,0.00
144,多頭進場,2024-10-29 10:05,ENTRY|RD=-0.2021|VR=1.897|S1=0.0422|S3=-0.1871|E5=-0.3664|E15=-0.7042|T5=-0.4079|T15=-0.5161|RV10=0.13|MSO=60|MTC=210|SID=4|SCT=2|HP=0,47.6,1,47.6,0.05,0.11,0.05,0.11,-0.05,-0.11,1.15,0.00
145,多頭出場,2024-10-29 12:45,EXIT_TIME|XRD=-0.2165|BH=2,47.65,1,47.7,-0.05,-0.10,0,0.00,-0.05,-0.10,1.1,0.00
145,多頭進場,2024-10-29 12:35,ENTRY|RD=-0.401|VR=1.796|S1=-0.3071|S3=-0.1079|E5=-0.0262|E15=-0.1309|T5=0.2837|T15=-0.022|RV10=0.0973|MSO=210|MTC=60|SID=4|SCT=3|HP=0,47.7,1,47.7,-0.05,-0.10,0,0.00,-0.05,-0.10,1.1,0.00
146,多頭出場,2024-10-29 13:00,EXIT_TIME|XRD=-0.3953|BH=2,47.7,1,47.65,0.05,0.10,0.05,0.10,0,0.00,1.15,0.00
146,多頭進場,2024-10-29 12:50,ENTRY|RD=-0.2165|VR=1.8712|S1=0.0001|S3=0.1845|E5=0|E15=-0.0786|T5=-0.0001|T15=-0.2639|RV10=0.0891|MSO=225|MTC=45|SID=5|SCT=4|HP=1,47.65,1,47.65,0.05,0.10,0.05,0.10,0,0.00,1.15,0.00
147,多頭出場,2024-10-30 12:45,EXIT_REVERSION|XRD=0.0316|BH=1,47.95,1,47.95,0,0.00,0,0.00,-0.05,-0.10,1.15,0.00
147,多頭進場,2024-10-30 12:40,ENTRY|RD=-0.2138|VR=1.6548|S1=-0.165|S3=-0.2477|E5=-0.1822|E15=-0.2601|T5=-0.0168|T15=-0.012|RV10=0.1185|MSO=215|MTC=55|SID=4|SCT=1|HP=0,47.95,1,47.95,0,0.00,0,0.00,-0.05,-0.10,1.15,0.00
148,多頭出場,2024-11-01 09:20,EXIT_TIME|XRD=-0.2729|BH=2,46.9,1,46.95,-0.05,-0.11,0.05,0.11,-0.1,-0.21,1.1,0.00
148,多頭進場,2024-11-01 09:10,ENTRY|RD=-0.2667|VR=4.9645|S1=-0.2667|S3=-0.061|E5=0.1334|E15=-2.1631|T5=0.4001|T15=-2.2039|RV10=0.6898|MSO=5|MTC=265|SID=2|SCT=1|HP=0,46.95,1,46.95,-0.05,-0.11,0.05,0.11,-0.1,-0.21,1.1,0.00
149,多頭出場,2024-11-01 10:40,EXIT_TIME|XRD=-0.2534|BH=2,47.15,1,47.3,-0.15,-0.32,0,0.00,-0.2,-0.42,0.95,0.00
149,多頭進場,2024-11-01 10:30,ENTRY|RD=-0.4393|VR=2.1856|S1=-0.1463|S3=-0.0659|E5=-0.5267|E15=0.0265|T5=-0.3812|T15=0.0916|RV10=0.2329|MSO=85|MTC=185|SID=4|SCT=2|HP=0,47.3,1,47.3,-0.15,-0.32,0,0.00,-0.2,-0.42,0.95,0.00
150,多頭出場,2024-11-01 12:30,EXIT_TIME|XRD=-0.2699|BH=2,47.4,1,47.4,0,0.00,0,0.00,-0.05,-0.11,0.95,0.00
150,多頭進場,2024-11-01 12:20,ENTRY|RD=-0.264|VR=1.5323|S1=-0.0666|S3=-0.0297|E5=-0.0527|E15=0|T5=0.0131|T15=0.0293|RV10=0.0512|MSO=195|MTC=75|SID=4|SCT=3|HP=0,47.4,1,47.4,0,0.00,0,0.00,-0.05,-0.11,0.95,0.00
151,多頭出場,2024-11-01 13:00,EXIT_TIME|XRD=-0.4567|BH=2,47.5,1,47.35,0.15,0.32,0.15,0.32,0,0.00,1.1,0.00
151,多頭進場,2024-11-01 12:50,ENTRY|RD=-0.4262|VR=1.5474|S1=0.0474|S3=-0.2829|E5=0.0528|E15=0.0264|T5=0.0059|T15=0.3061|RV10=0.09|MSO=225|MTC=45|SID=5|SCT=4|HP=1,47.35,1,47.35,0.15,0.32,0.15,0.32,0,0.00,1.1,0.00
152,多頭出場,2024-11-08 12:10,EXIT_REVERSION|XRD=0.1087|BH=1,49.7,1,49.7,0,0.00,0.05,0.10,0,0.00,1.1,0.00
152,多頭進場,2024-11-08 12:05,ENTRY|RD=-0.2069|VR=2.0807|S1=-0.3753|S3=-0.4191|E5=-0.1757|E15=-0.2759|T5=0.2001|T15=0.1434|RV10=0.0553|MSO=180|MTC=90|SID=4|SCT=1|HP=0,49.7,1,49.7,0,0.00,0.05,0.10,0,0.00,1.1,0.00
153,多頭出場,2024-11-12 09:40,EXIT_TIME|XRD=-0.1339|BH=2,48.85,1,48.7,0.15,0.31,0.15,0.31,0,0.00,1.25,0.00
153,多頭進場,2024-11-12 09:30,ENTRY|RD=-0.2493|VR=3.9765|S1=-0.0337|S3=-0.1057|E5=-0.1793|E15=-0.2048|T5=-0.1452|T15=-0.0989|RV10=0.5496|MSO=25|MTC=245|SID=2|SCT=1|HP=0,48.7,1,48.7,0.15,0.31,0.15,0.31,0,0.00,1.25,0.00
154,多頭出場,2024-11-14 09:20,EXIT_TIME|XRD=-0.2223|BH=2,47.9,1,48,-0.1,-0.21,0.05,0.10,-0.1,-0.21,1.15,0.00
154,多頭進場,2024-11-14 09:10,ENTRY|RD=-0.3251|VR=1.897|S1=-0.3251|S3=-0.7337|E5=-0.0781|E15=-0.4668|T5=0.247|T15=-0.0614|RV10=0.1177|MSO=5|MTC=265|SID=2|SCT=1|HP=0,48,1,48,-0.1,-0.21,0.05,0.10,-0.1,-0.21,1.15,0.00
155,多頭出場,2024-11-14 09:55,EXIT_TIME|XRD=-0.2623|BH=2,47.95,1,47.85,0.1,0.21,0.2,0.42,0,0.00,1.25,0.00
155,多頭進場,2024-11-14 09:45,ENTRY|RD=-0.2265|VR=1.9197|S1=0.0699|S3=-0.1823|E5=0.1046|E15=0.1308|T5=0.0343|T15=0.3139|RV10=0.1478|MSO=40|MTC=230|SID=2|SCT=2|HP=0,47.85,1,47.85,0.1,0.21,0.2,0.42,0,0.00,1.25,0.00
156,多頭出場,2024-11-14 11:00,EXIT_TIME|XRD=-0.3493|BH=2,47.6,1,47.55,0.05,0.11,0.1,0.21,0,0.00,1.3,0.00
156,多頭進場,2024-11-14 10:50,ENTRY|RD=-0.4461|VR=1.7706|S1=-0.3437|S3=-0.4054|E5=-0.1575|E15=-0.2361|T5=0.1888|T15=0.1723|RV10=0.1439|MSO=105|MTC=165|SID=4|SCT=3|HP=0,47.55,1,47.55,0.05,0.11,0.1,0.21,0,0.00,1.3,0.00
157,多頭出場,2024-11-14 12:25,EXIT_REVERSION|XRD=0.0171|BH=1,47.9,1,47.95,-0.05,-0.10,0,0.00,-0.05,-0.10,1.25,0.00
157,多頭進場,2024-11-14 12:20,ENTRY|RD=-0.2195|VR=1.5812|S1=-0.1676|S3=-0.2075|E5=0.183|E15=0.6037|T5=0.351|T15=0.8128|RV10=0.1306|MSO=195|MTC=75|SID=4|SCT=4|HP=0,47.95,1,47.95,-0.05,-0.10,0,0.00,-0.05,-0.10,1.25,0.00
158,多頭出場,2024-11-20 09:20,EXIT_REVERSION|XRD=0.0568|BH=1,48.15,1,48.15,0,0.00,0,0.00,-0.05,-0.10,1.25,0.00
158,多頭進場,2024-11-20 09:15,ENTRY|RD=-0.2053|VR=1.5082|S1=-0.1257|S3=-0.1579|E5=-0.1814|E15=0.2081|T5=-0.0556|T15=0.3723|RV10=0.1763|MSO=10|MTC=260|SID=2|SCT=1|HP=0,48.15,1,48.15,0,0.00,0,0.00,-0.05,-0.10,1.25,0.00
159,多頭出場,2024-11-22 11:45,EXIT_REVERSION|XRD=0.0822|BH=2,48.15,1,48.1,0.05,0.10,0.05,0.10,0,0.00,1.3,0.00
159,多頭進場,2024-11-22 11:35,ENTRY|RD=-0.2304|VR=5.7573|S1=-0.3615|S3=-0.4547|E5=-0.0779|E15=-0.2333|T5=0.2827|T15=0.2195|RV10=0.0667|MSO=150|MTC=120|SID=4|SCT=1|HP=0,48.1,1,48.1,0.05,0.10,0.05,0.10,0,0.00,1.3,0.00
160,多頭出場,2024-11-25 12:45,EXIT_REVERSION|XRD=0.0035|BH=1,48.25,1,48.25,0,0.00,0.05,0.10,0,0.00,1.3,0.00
160,多頭進場,2024-11-25 12:40,ENTRY|RD=-0.2916|VR=1.8425|S1=-0.3302|S3=-0.4204|E5=-0.0777|E15=-0.1552|T5=0.2545|T15=0.2675|RV10=0.0591|MSO=215|MTC=55|SID=4|SCT=1|HP=0,48.25,1,48.25,0,0.00,0.05,0.10,0,0.00,1.3,0.00
161,多頭出場,2024-12-02 12:40,EXIT_TIME|XRD=-0.1867|BH=2,47.85,1,47.8,0.05,0.10,0.05,0.10,0,0.00,1.35,0.00
161,多頭進場,2024-12-02 12:30,ENTRY|RD=-0.2166|VR=3.576|S1=-0.1534|S3=-0.451|E5=0.1309|E15=0.0785|T5=0.2828|T15=0.5267|RV10=0.0441|MSO=205|MTC=65|SID=4|SCT=1|HP=0,47.8,1,47.8,0.05,0.10,0.05,0.10,0,0.00,1.35,0.00
162,多頭出場,2024-12-03 09:25,EXIT_REVERSION|XRD=0.0282|BH=1,48.7,1,48.65,0.05,0.10,0.05,0.10,0,0.00,1.4,0.00
162,多頭進場,2024-12-03 09:20,ENTRY|RD=-0.2699|VR=2.8877|S1=-0.1742|S3=-0.2699|E5=0.0514|E15=0.3351|T5=0.2249|T15=0.605|RV10=0.3696|MSO=15|MTC=255|SID=2|SCT=1|HP=0,48.65,1,48.65,0.05,0.10,0.05,0.10,0,0.00,1.4,0.00
163,多頭出場,2024-12-06 12:10,EXIT_REVERSION|XRD=0.0017|BH=2,48.95,1,48.9,0.05,0.10,0.05,0.10,0,0.00,1.45,0.00
163,多頭進場,2024-12-06 12:00,ENTRY|RD=-0.3091|VR=2.3943|S1=-0.3|S3=-0.3429|E5=-0.0766|E15=-0.1531|T5=0.2244|T15=0.1908|RV10=0.0399|MSO=175|MTC=95|SID=4|SCT=1|HP=0,48.9,1,48.9,0.05,0.10,0.05,0.10,0,0.00,1.45,0.00
164,多頭出場,2024-12-06 12:30,EXIT_REVERSION|XRD=0.0273|BH=1,48.8,1,48.8,0,0.00,0,0.00,-0.05,-0.10,1.45,0.00
