version,trade_number,entry_datetime,exit_datetime,entry_date,entry_year,entry_month,entry_time_hhmm,exit_time_hhmm,entry_price,exit_price,base_pnl_twd,pnl_cost_001,pnl_cost_002,pnl_cost_0035,holding_minutes,holding_bucket,exit_reason,mfe_twd,mae_twd,mode,entry_relative_deviation,volume_ratio_at_entry,deviation_slope_1bar,deviation_slope_3bar,etf_return_5m,etf_return_15m,tw50_return_5m,tw50_return_15m,realized_vol_10bar,minutes_since_open,minutes_to_close,session_id,signal_count_today,t5_filter_ok,b1_filter_ok,b2_filter_ok,b3_filter_ok,exit_relative_deviation,bars_held,session_block,data_split,is_0945_1000_bucket,is_exact_0945,is_exact_1000,entry_signal,exit_signal,realized_vol_bucket
v2-B3_final_candidate,39,2024-01-08 12:30,2024-01-08 12:40,2024-01-08,2024,2024-01,12:30,12:40,33.25,33.25,0,-0.01,-0.02,-0.035,10,5-10m,EXIT_TIME,0,0,3,-0.2674,1.5777,-0.0789,-0.0926,0.0376,0.0376,0.1165,0.1301,0.047,205,65,4,2,1,1,1,1,-0.268,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2674|VR=1.5777|S1=-0.0789|S3=-0.0926|E5=0.0376|E15=0.0376|T5=0.1165|T15=0.1301|RV10=0.047|MSO=205|MTC=65|SID=4|SCT=2|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.268|BH=2,Low_vol
v2-B3_final_candidate,40,2024-01-17 11:20,2024-01-17 11:30,2024-01-17,2024,2024-01,11:20,11:30,31.95,31.95,0,-0.01,-0.02,-0.035,10,5-10m,EXIT_REVERSION,0.05,0,3,-0.2477,1.8219,-0.0796,0.0064,-0.0391,-0.0782,0.0408,-0.0844,0.0531,135,135,4,1,1,1,1,1,-0.0813,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2477|VR=1.8219|S1=-0.0796|S3=0.0064|E5=-0.0391|E15=-0.0782|T5=0.0408|T15=-0.0844|RV10=0.0531|MSO=135|MTC=135|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=-0.0813|BH=2,Low_vol
v2-B3_final_candidate,41,2024-01-17 11:55,2024-01-17 12:05,2024-01-17,2024,2024-01,11:55,12:05,31.9,31.9,0,-0.01,-0.02,-0.035,10,5-10m,EXIT_TIME,0.05,0,3,-0.2999,1.8259,-0.1232,-0.1164,-0.0783,-0.1564,0.0456,-0.0394,0.0471,170,100,4,2,1,1,1,1,-0.1202,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2999|VR=1.8259|S1=-0.1232|S3=-0.1164|E5=-0.0783|E15=-0.1564|T5=0.0456|T15=-0.0394|RV10=0.0471|MSO=170|MTC=100|SID=4|SCT=2|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.1202|BH=2,Low_vol
v2-B3_final_candidate,42,2024-01-25 10:25,2024-01-25 10:35,2024-01-25,2024,2024-01,10:25,10:35,33.9,33.9,0,-0.01,-0.02,-0.035,10,5-10m,EXIT_REVERSION,0,-0.05,3,-0.2098,1.558,-0.1437,-0.2148,-0.1107,-0.1107,0.0325,0.1034,0.0894,80,190,4,1,1,1,1,1,-0.0592,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2098|VR=1.558|S1=-0.1437|S3=-0.2148|E5=-0.1107|E15=-0.1107|T5=0.0325|T15=0.1034|RV10=0.0894|MSO=80|MTC=190|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=-0.0592|BH=2,Mid_vol
v2-B3_final_candidate,43,2024-03-27 12:55,2024-03-27 13:05,2024-03-27,2024,2024-03,12:55,13:05,39.45,39.4,-0.05,-0.06,-0.07,-0.085,10,5-10m,EXIT_TIME,0,-0.05,3,-0.2061,2.375,-0.0509,-0.1524,0,0.0951,0.0506,0.2469,0.061,230,40,5,1,1,1,1,1,-0.14,2,午盤尾段_1245_1300,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2061|VR=2.375|S1=-0.0509|S3=-0.1524|E5=0|E15=0.0951|T5=0.0506|T15=0.2469|RV10=0.061|MSO=230|MTC=40|SID=5|SCT=1|HP=1|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.14|BH=2,Low_vol
v2-B3_final_candidate,44,2024-04-30 12:05,2024-04-30 12:15,2024-04-30,2024,2024-04,12:05,12:15,39.8,39.8,0,-0.01,-0.02,-0.035,10,5-10m,EXIT_TIME,0,0,3,-0.2197,3.7143,-0.0394,-0.0639,0.0629,0.0629,0.102,0.1265,0.0377,180,90,4,1,1,1,1,1,-0.1844,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2197|VR=3.7143|S1=-0.0394|S3=-0.0639|E5=0.0629|E15=0.0629|T5=0.102|T15=0.1265|RV10=0.0377|MSO=180|MTC=90|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.1844|BH=2,Low_vol
v2-B3_final_candidate,45,2024-04-30 12:25,2024-04-30 12:35,2024-04-30,2024,2024-04,12:25,12:35,39.8,39.8,0,-0.01,-0.02,-0.035,10,5-10m,EXIT_TIME,0,0,3,-0.2626,2.4701,-0.0863,-0.0869,-0.0314,-0.0314,0.0546,0.0552,0.0308,200,70,4,2,1,1,1,1,-0.1908,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2626|VR=2.4701|S1=-0.0863|S3=-0.0869|E5=-0.0314|E15=-0.0314|T5=0.0546|T15=0.0552|RV10=0.0308|MSO=200|MTC=70|SID=4|SCT=2|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.1908|BH=2,Low_vol
v2-B3_final_candidate,46,2024-05-07 10:35,2024-05-07 10:40,2024-05-07,2024,2024-05,10:35,10:40,40.05,40.05,0,-0.01,-0.02,-0.035,5,<=5m,EXIT_REVERSION,0,-0.05,3,-0.2362,1.6374,-0.1258,-0.0141,0,0.282,0.1259,0.2956,0.1272,90,180,4,1,1,1,1,1,-0.0684,1,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2362|VR=1.6374|S1=-0.1258|S3=-0.0141|E5=0|E15=0.282|T5=0.1259|T15=0.2956|RV10=0.1272|MSO=90|MTC=180|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=-0.0684|BH=1,High_vol
v2-B3_final_candidate,47,2024-05-07 12:30,2024-05-07 12:40,2024-05-07,2024,2024-05,12:30,12:40,40,40.05,0.05,0.04,0.03,0.015,10,5-10m,EXIT_TIME,0.05,0,3,-0.3212,2.3516,-0.1043,0.0214,-0.0312,0,0.0731,-0.0214,0.026,205,65,4,2,1,1,1,1,-0.2963,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.3212|VR=2.3516|S1=-0.1043|S3=0.0214|E5=-0.0312|E15=0|T5=0.0731|T15=-0.0214|RV10=0.026|MSO=205|MTC=65|SID=4|SCT=2|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.2963|BH=2,Low_vol
v2-B3_final_candidate,48,2024-05-07 12:50,2024-05-07 13:00,2024-05-07,2024,2024-05,12:50,13:00,40.05,40.05,0,-0.01,-0.02,-0.035,10,5-10m,EXIT_TIME,0,0,3,-0.3569,3.1779,-0.0057,-0.1059,0.0312,0.0625,0.0368,0.1682,0.0219,225,45,5,3,1,1,1,1,-0.3625,2,午盤尾段_1245_1300,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.3569|VR=3.1779|S1=-0.0057|S3=-0.1059|E5=0.0312|E15=0.0625|T5=0.0368|T15=0.1682|RV10=0.0219|MSO=225|MTC=45|SID=5|SCT=3|HP=1|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.3625|BH=2,Low_vol
v2-B3_final_candidate,49,2024-06-19 13:00,2024-06-19 13:10,2024-06-19,2024,2024-06,13:00,13:10,47,47.1,0.1,0.09,0.08,0.065,10,5-10m,EXIT_TIME,0.15,0,3,-0.2183,4.2321,-0.0913,-0.1876,0.2933,0.5884,0.383,0.7739,0.151,235,35,5,1,1,1,1,1,-0.1304,2,午盤尾段_1245_1300,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2183|VR=4.2321|S1=-0.0913|S3=-0.1876|E5=0.2933|E15=0.5884|T5=0.383|T15=0.7739|RV10=0.151|MSO=235|MTC=35|SID=5|SCT=1|HP=1|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.1304|BH=2,High_vol
v2-B3_final_candidate,50,2024-07-10 09:25,2024-07-10 09:35,2024-07-10,2024,2024-07,09:25,09:35,49.05,49.1,0.05,0.04,0.03,0.015,10,5-10m,EXIT_REVERSION,0.05,0,3,-0.305,1.7995,-0.3853,-0.4121,-0.1527,-0.2289,0.2325,0.1827,0.2236,20,250,2,1,1,1,1,1,0.059,2,早盤_0905_0945,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.305|VR=1.7995|S1=-0.3853|S3=-0.4121|E5=-0.1527|E15=-0.2289|T5=0.2325|T15=0.1827|RV10=0.2236|MSO=20|MTC=250|SID=2|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=0.059|BH=2,High_vol
v2-B3_final_candidate,51,2024-07-10 10:20,2024-07-10 10:30,2024-07-10,2024,2024-07,10:20,10:30,49.25,49.25,0,-0.01,-0.02,-0.035,10,5-10m,EXIT_REVERSION,0.1,0,3,-0.3252,2.3443,-0.3582,-0.1944,0.5361,0.7677,0.8954,0.9617,0.2352,75,195,4,2,1,1,1,1,-0.0369,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.3252|VR=2.3443|S1=-0.3582|S3=-0.1944|E5=0.5361|E15=0.7677|T5=0.8954|T15=0.9617|RV10=0.2352|MSO=75|MTC=195|SID=4|SCT=2|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=-0.0369|BH=2,High_vol
v2-B3_final_candidate,52,2024-07-10 13:00,2024-07-10 13:10,2024-07-10,2024,2024-07,13:00,13:10,49.55,49.55,0,-0.01,-0.02,-0.035,10,5-10m,EXIT_TIME,0.05,0,3,-0.2777,9.6752,-0.2896,-0.0642,0.2782,0.2022,0.5658,0.2653,0.1077,235,35,5,3,1,1,1,1,-0.2677,2,午盤尾段_1245_1300,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2777|VR=9.6752|S1=-0.2896|S3=-0.0642|E5=0.2782|E15=0.2022|T5=0.5658|T15=0.2653|RV10=0.1077|MSO=235|MTC=35|SID=5|SCT=3|HP=1|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.2677|BH=2,Mid_vol
v2-B3_final_candidate,53,2024-07-17 10:10,2024-07-17 10:15,2024-07-17,2024,2024-07,10:10,10:15,49,49,0,-0.01,-0.02,-0.035,5,<=5m,EXIT_REVERSION,0,0,3,-0.2222,2.4033,-0.2323,0.0637,0.1277,-0.2291,0.3599,-0.2917,0.1329,65,205,4,1,1,1,1,1,0.0446,1,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2222|VR=2.4033|S1=-0.2323|S3=0.0637|E5=0.1277|E15=-0.2291|T5=0.3599|T15=-0.2917|RV10=0.1329|MSO=65|MTC=205|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=0.0446|BH=1,High_vol
v2-B3_final_candidate,54,2024-07-17 12:05,2024-07-17 12:10,2024-07-17,2024,2024-07,12:05,12:10,48.65,48.65,0,-0.01,-0.02,-0.035,5,<=5m,EXIT_REVERSION,0.05,0,3,-0.2411,1.6824,-0.2121,-0.1151,0.0771,-0.077,0.2903,0.0385,0.1464,180,90,4,2,1,1,1,1,0.025,1,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2411|VR=1.6824|S1=-0.2121|S3=-0.1151|E5=0.0771|E15=-0.077|T5=0.2903|T15=0.0385|RV10=0.1464|MSO=180|MTC=90|SID=4|SCT=2|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=0.025|BH=1,High_vol
v2-B3_final_candidate,55,2024-07-26 12:05,2024-07-26 12:15,2024-07-26,2024,2024-07,12:05,12:15,44.65,44.7,0.05,0.04,0.03,0.015,10,5-10m,EXIT_TIME,0.05,0,3,-0.2485,1.7048,-0.12,-0.0689,-0.0839,-0.1398,0.0355,-0.0711,0.0868,180,90,4,1,1,1,1,1,-0.1631,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2485|VR=1.7048|S1=-0.12|S3=-0.0689|E5=-0.0839|E15=-0.1398|T5=0.0355|T15=-0.0711|RV10=0.0868|MSO=180|MTC=90|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.1631|BH=2,Mid_vol
v2-B3_final_candidate,56,2024-09-30 10:10,2024-09-30 10:20,2024-09-30,2024,2024-09,10:10,10:20,46.35,46.25,-0.1,-0.11,-0.12,-0.135,10,5-10m,EXIT_TIME,0,-0.1,3,-0.3672,3.1413,-0.0025,-0.1002,0,-0.2154,0.0025,-0.1144,0.1103,65,205,4,1,1,1,1,1,-0.3725,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.3672|VR=3.1413|S1=-0.0025|S3=-0.1002|E5=0|E15=-0.2154|T5=0.0025|T15=-0.1144|RV10=0.1103|MSO=65|MTC=205|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.3725|BH=2,Mid_vol
v2-B3_final_candidate,57,2024-09-30 12:45,2024-09-30 12:55,2024-09-30,2024,2024-09,12:45,12:55,46.15,46.1,-0.05,-0.06,-0.07,-0.085,10,5-10m,EXIT_TIME,0,-0.05,3,-0.2503,2.126,-0.0292,-0.0226,0,-0.1353,0.0295,-0.1122,0.0496,220,50,4,2,1,1,1,1,-0.3095,2,午盤尾段_1245_1300,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2503|VR=2.126|S1=-0.0292|S3=-0.0226|E5=0|E15=-0.1353|T5=0.0295|T15=-0.1122|RV10=0.0496|MSO=220|MTC=50|SID=4|SCT=2|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.3095|BH=2,Low_vol
v2-B3_final_candidate,58,2024-10-01 10:30,2024-10-01 10:40,2024-10-01,2024,2024-10,10:30,10:40,45.85,45.95,0.1,0.09,0.08,0.065,10,5-10m,EXIT_REVERSION,0.1,0,3,-0.203,2.104,-0.1144,-0.1652,-0.0545,-0.1633,0.0602,0.0022,0.0729,85,185,4,1,1,1,1,1,-0.0705,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.203|VR=2.104|S1=-0.1144|S3=-0.1652|E5=-0.0545|E15=-0.1633|T5=0.0602|T15=0.0022|RV10=0.0729|MSO=85|MTC=185|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=-0.0705|BH=2,Mid_vol
v2-B3_final_candidate,59,2024-10-08 12:20,2024-10-08 12:30,2024-10-08,2024,2024-10,12:20,12:30,46.7,46.7,0,-0.01,-0.02,-0.035,10,5-10m,EXIT_TIME,0,-0.05,3,-0.3888,2.3199,-0.0643,-0.024,0.2146,0.1877,0.278,0.211,0.0798,195,75,4,1,1,1,1,1,-0.4192,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.3888|VR=2.3199|S1=-0.0643|S3=-0.024|E5=0.2146|E15=0.1877|T5=0.278|T15=0.211|RV10=0.0798|MSO=195|MTC=75|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.4192|BH=2,Mid_vol
v2-B3_final_candidate,60,2024-10-14 09:15,2024-10-14 09:20,2024-10-14,2024,2024-10,09:15,09:20,48,48,0,-0.01,-0.02,-0.035,5,<=5m,EXIT_REVERSION,0,-0.05,3,-0.2058,1.5016,-0.2339,-0.2406,0.4449,-0.1301,0.6789,0.0456,0.2438,10,260,2,1,1,1,1,1,0.1318,1,早盤_0905_0945,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2058|VR=1.5016|S1=-0.2339|S3=-0.2406|E5=0.4449|E15=-0.1301|T5=0.6789|T15=0.0456|RV10=0.2438|MSO=10|MTC=260|SID=2|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=0.1318|BH=1,High_vol
v2-B3_final_candidate,61,2024-10-14 10:10,2024-10-14 10:20,2024-10-14,2024,2024-10,10:10,10:20,48.05,48.2,0.15,0.14,0.13,0.115,10,5-10m,EXIT_TIME,0.2,0,3,-0.2868,2.6175,-0.0884,-0.3058,0.2346,0.2346,0.322,0.5392,0.0904,65,205,4,2,1,1,1,1,-0.2794,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2868|VR=2.6175|S1=-0.0884|S3=-0.3058|E5=0.2346|E15=0.2346|T5=0.322|T15=0.5392|RV10=0.0904|MSO=65|MTC=205|SID=4|SCT=2|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.2794|BH=2,Mid_vol
v2-B3_final_candidate,62,2024-10-15 09:10,2024-10-15 09:15,2024-10-15,2024,2024-10,09:10,09:15,48.5,48.55,0.05,0.04,0.03,0.015,5,<=5m,EXIT_REVERSION,0.05,0,3,-0.2734,1.6732,-0.2734,-0.4462,0.0258,0.6744,0.2992,1.1687,0.2307,5,265,2,1,1,1,1,1,0.0859,1,早盤_0905_0945,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2734|VR=1.6732|S1=-0.2734|S3=-0.4462|E5=0.0258|E15=0.6744|T5=0.2992|T15=1.1687|RV10=0.2307|MSO=5|MTC=265|SID=2|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=0.0859|BH=1,High_vol
v2-B3_final_candidate,63,2024-10-16 11:20,2024-10-16 11:30,2024-10-16,2024,2024-10,11:20,11:30,48.65,48.7,0.05,0.04,0.03,0.015,10,5-10m,EXIT_TIME,0.05,-0.05,3,-0.2428,1.5789,-0.2976,-0.0465,0,-0.0257,0.2943,0.0202,0.0486,135,135,4,1,1,1,1,1,-0.1662,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2428|VR=1.5789|S1=-0.2976|S3=-0.0465|E5=0|E15=-0.0257|T5=0.2943|T15=0.0202|RV10=0.0486|MSO=135|MTC=135|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.1662|BH=2,Low_vol
v2-B3_final_candidate,64,2024-10-16 12:40,2024-10-16 12:45,2024-10-16,2024,2024-10,12:40,12:45,48.45,48.3,-0.15,-0.16,-0.17,-0.185,5,<=5m,EXIT_REVERSION,0,-0.15,3,-0.3069,1.6332,-0.3315,-0.4387,-0.0516,-0.1546,0.2774,0.2805,0.1077,215,55,4,2,1,1,1,1,-0.0054,1,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.3069|VR=1.6332|S1=-0.3315|S3=-0.4387|E5=-0.0516|E15=-0.1546|T5=0.2774|T15=0.2805|RV10=0.1077|MSO=215|MTC=55|SID=4|SCT=2|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=-0.0054|BH=1,Mid_vol
v2-B3_final_candidate,65,2024-10-16 12:50,2024-10-16 12:55,2024-10-16,2024,2024-10,12:50,12:55,48.3,48.3,0,-0.01,-0.02,-0.035,5,<=5m,EXIT_REVERSION,0,0,3,-0.3071,2.9764,-0.3017,-0.3317,-0.0518,-0.3869,0.2485,-0.0578,0.1214,225,45,5,3,1,1,1,1,0.0195,1,午盤尾段_1245_1300,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.3071|VR=2.9764|S1=-0.3017|S3=-0.3317|E5=-0.0518|E15=-0.3869|T5=0.2485|T15=-0.0578|RV10=0.1214|MSO=225|MTC=45|SID=5|SCT=3|HP=1|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=0.0195|BH=1,High_vol
v2-B3_final_candidate,66,2024-10-17 11:00,2024-10-17 11:10,2024-10-17,2024,2024-10,11:00,11:10,48.1,48.2,0.1,0.09,0.08,0.065,10,5-10m,EXIT_REVERSION,0.1,0,3,-0.2919,2.0515,-0.1512,-0.0864,0.1561,0.2344,0.3078,0.3207,0.0849,115,155,4,1,1,1,1,1,0.0714,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2919|VR=2.0515|S1=-0.1512|S3=-0.0864|E5=0.1561|E15=0.2344|T5=0.3078|T15=0.3207|RV10=0.0849|MSO=115|MTC=155|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=0.0714|BH=2,Mid_vol
v2-B3_final_candidate,67,2024-10-18 10:05,2024-10-18 10:10,2024-10-18,2024,2024-10,10:05,10:10,49.9,49.95,0.05,0.04,0.03,0.015,5,<=5m,EXIT_REVERSION,0.1,0,3,-0.314,2.2498,-0.1349,-0.2822,-0.1251,0.1003,0.0095,0.3823,0.1577,60,210,4,1,1,1,1,1,0.014,1,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.314|VR=2.2498|S1=-0.1349|S3=-0.2822|E5=-0.1251|E15=0.1003|T5=0.0095|T15=0.3823|RV10=0.1577|MSO=60|MTC=210|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=0.014|BH=1,High_vol
v2-B3_final_candidate,68,2024-10-21 11:40,2024-10-21 11:45,2024-10-21,2024,2024-10,11:40,11:45,49.85,49.85,0,-0.01,-0.02,-0.035,5,<=5m,EXIT_REVERSION,0,-0.05,3,-0.2853,2.7114,-0.1898,-0.2873,0.0753,-0.0251,0.2648,0.2619,0.0685,155,115,4,1,1,1,1,1,-0.024,1,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2853|VR=2.7114|S1=-0.1898|S3=-0.2873|E5=0.0753|E15=-0.0251|T5=0.2648|T15=0.2619|RV10=0.0685|MSO=155|MTC=115|SID=4|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=-0.024|BH=1,Mid_vol
v2-B3_final_candidate,69,2024-10-21 12:35,2024-10-21 12:45,2024-10-21,2024,2024-10,12:35,12:45,49.7,49.65,-0.05,-0.06,-0.07,-0.085,10,5-10m,EXIT_TIME,0,-0.1,3,-0.2031,1.9529,-0.2555,-0.2842,0.0252,0,0.2813,0.2849,0.0435,210,60,4,2,1,1,1,1,-0.1103,2,盤中_1000_1245,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.2031|VR=1.9529|S1=-0.2555|S3=-0.2842|E5=0.0252|E15=0|T5=0.2813|T15=0.2849|RV10=0.0435|MSO=210|MTC=60|SID=4|SCT=2|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.1103|BH=2,Low_vol
v2-B3_final_candidate,70,2024-10-21 12:55,2024-10-21 13:05,2024-10-21,2024,2024-10,12:55,13:05,49.6,49.6,0,-0.01,-0.02,-0.035,10,5-10m,EXIT_TIME,0.05,0,3,-0.3583,1.5682,-0.321,-0.0951,-0.0504,-0.151,0.2715,-0.0555,0.068,230,40,5,3,1,1,1,1,-0.3025,2,午盤尾段_1245_1300,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.3583|VR=1.5682|S1=-0.321|S3=-0.0951|E5=-0.0504|E15=-0.151|T5=0.2715|T15=-0.0555|RV10=0.068|MSO=230|MTC=40|SID=5|SCT=3|HP=1|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.3025|BH=2,Mid_vol
v2-B3_final_candidate,71,2024-10-22 09:20,2024-10-22 09:30,2024-10-22,2024,2024-10,09:20,09:30,49.05,49.15,0.1,0.09,0.08,0.065,10,5-10m,EXIT_TIME,0.15,0,3,-0.3324,1.5187,-0.0878,-0.3324,0.3066,0,0.3937,0.3324,0.2954,15,255,2,1,1,1,1,1,-0.3854,2,早盤_0905_0945,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.3324|VR=1.5187|S1=-0.0878|S3=-0.3324|E5=0.3066|E15=0|T5=0.3937|T15=0.3324|RV10=0.2954|MSO=15|MTC=255|SID=2|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.3854|BH=2,High_vol
v2-B3_final_candidate,72,2024-10-23 09:10,2024-10-23 09:20,2024-10-23,2024,2024-10,09:10,09:20,49.05,48.95,-0.1,-0.11,-0.12,-0.135,10,5-10m,EXIT_REVERSION,0.05,-0.15,3,-0.4275,3.8159,-0.4275,-0.0611,-0.1527,-0.4061,0.2748,-0.3135,0.1217,5,265,2,1,1,1,1,1,-0.0046,2,早盤_0905_0945,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.4275|VR=3.8159|S1=-0.4275|S3=-0.0611|E5=-0.1527|E15=-0.4061|T5=0.2748|T15=-0.3135|RV10=0.1217|MSO=5|MTC=265|SID=2|SCT=1|HP=0|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_REVERSION|MODE=3|XRD=-0.0046|BH=2,High_vol
v2-B3_final_candidate,73,2024-10-23 12:50,2024-10-23 13:00,2024-10-23,2024,2024-10,12:50,13:00,48.95,48.95,0,-0.01,-0.02,-0.035,10,5-10m,EXIT_TIME,0,0,3,-0.4853,2.7207,-0.2698,-0.3071,0.0255,0,0.2958,0.3078,0.0191,225,45,5,2,1,1,1,1,-0.489,2,午盤尾段_1245_1300,Train_2022_2024,0,0,0,ENTRY|MODE=3|RD=-0.4853|VR=2.7207|S1=-0.2698|S3=-0.3071|E5=0.0255|E15=0|T5=0.2958|T15=0.3078|RV10=0.0191|MSO=225|MTC=45|SID=5|SCT=2|HP=1|T5OK=1|B1OK=1|B2OK=1|B3OK=1,EXIT_TIME|MODE=3|XRD=-0.489|BH=2,Low_vol
