Trade number,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,淨損益 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %
198,多頭進場,2025-04-09 09:10,Long 0050,38.15,1,38.15,0,0.00,0.4,1.05,0,0.00,2.15,0.00
199,多頭出場,2025-04-09 11:40,Close entry(s) order Long 0050,37.1,1,37.1,0,0.00,0.2,0.54,-0.05,-0.13,2.15,0.00
199,多頭進場,2025-04-09 11:30,Long 0050,37.1,1,37.1,0,0.00,0.2,0.54,-0.05,-0.13,2.15,0.00
200,多頭出場,2025-04-11 09:40,Close entry(s) order Long 0050,40,1,39.85,0.15,0.38,0.15,0.38,-0.25,-0.63,2.3,0.00
200,多頭進場,2025-04-11 09:30,Long 0050,39.85,1,39.85,0.15,0.38,0.15,0.38,-0.25,-0.63,2.3,0.00
201,多頭出場,2025-04-11 10:00,Close entry(s) order Long 0050,40.15,1,39.9,0.25,0.63,0.3,0.75,0,0.00,2.55,0.00
201,多頭進場,2025-04-11 09:50,Long 0050,39.9,1,39.9,0.25,0.63,0.3,0.75,0,0.00,2.55,0.00
202,多頭出場,2025-04-11 12:15,Close entry(s) order Long 0050,40.65,1,40.6,0.05,0.12,0.1,0.25,-0.05,-0.12,2.6,0.00
202,多頭進場,2025-04-11 12:05,Long 0050,40.6,1,40.6,0.05,0.12,0.1,0.25,-0.05,-0.12,2.6,0.00
203,多頭出場,2025-04-14 09:35,Close entry(s) order Long 0050,41.5,1,41.4,0.1,0.24,0.2,0.48,-0.1,-0.24,2.7,0.00
203,多頭進場,2025-04-14 09:25,Long 0050,41.4,1,41.4,0.1,0.24,0.2,0.48,-0.1,-0.24,2.7,0.00
204,多頭出場,2025-04-16 13:00,Close entry(s) order Long 0050,40.45,1,40.5,-0.05,-0.12,0,0.00,-0.1,-0.25,2.65,0.00
204,多頭進場,2025-04-16 12:50,Long 0050,40.5,1,40.5,-0.05,-0.12,0,0.00,-0.1,-0.25,2.65,0.00
205,多頭出場,2025-04-17 12:30,Close entry(s) order Long 0050,40.2,1,40.2,0,0.00,0,0.00,-0.05,-0.12,2.65,0.00
205,多頭進場,2025-04-17 12:25,Long 0050,40.2,1,40.2,0,0.00,0,0.00,-0.05,-0.12,2.65,0.00
206,多頭出場,2025-05-27 09:25,Close entry(s) order Long 0050,44.95,1,44.9,0.05,0.11,0.05,0.11,0,0.00,2.7,0.00
206,多頭進場,2025-05-27 09:15,Long 0050,44.9,1,44.9,0.05,0.11,0.05,0.11,0,0.00,2.7,0.00
207,多頭出場,2025-05-27 10:05,Close entry(s) order Long 0050,44.75,1,44.85,-0.1,-0.22,0,0.00,-0.1,-0.22,2.6,0.00
207,多頭進場,2025-05-27 09:55,Long 0050,44.85,1,44.85,-0.1,-0.22,0,0.00,-0.1,-0.22,2.6,0.00
208,多頭出場,2025-05-27 10:30,Close entry(s) order Long 0050,44.65,1,44.7,-0.05,-0.11,0,0.00,-0.05,-0.11,2.55,0.00
208,多頭進場,2025-05-27 10:20,Long 0050,44.7,1,44.7,-0.05,-0.11,0,0.00,-0.05,-0.11,2.55,0.00
209,多頭出場,2025-05-27 11:20,Close entry(s) order Long 0050,44.6,1,44.65,-0.05,-0.11,0,0.00,-0.1,-0.22,2.5,0.00
209,多頭進場,2025-05-27 11:10,Long 0050,44.65,1,44.65,-0.05,-0.11,0,0.00,-0.1,-0.22,2.5,0.00
210,多頭出場,2025-05-27 13:10,Close entry(s) order Long 0050,44.55,1,44.6,-0.05,-0.11,0,0.00,-0.05,-0.11,2.45,0.00
210,多頭進場,2025-05-27 13:00,Long 0050,44.6,1,44.6,-0.05,-0.11,0,0.00,-0.05,-0.11,2.45,0.00
211,多頭出場,2025-05-28 11:45,Close entry(s) order Long 0050,44.75,1,44.75,0,0.00,0.05,0.11,-0.05,-0.11,2.45,0.00
211,多頭進場,2025-05-28 11:35,Long 0050,44.75,1,44.75,0,0.00,0.05,0.11,-0.05,-0.11,2.45,0.00
212,多頭出場,2025-05-28 12:00,Close entry(s) order Long 0050,44.7,1,44.7,0,0.00,0.05,0.11,0,0.00,2.45,0.00
212,多頭進場,2025-05-28 11:50,Long 0050,44.7,1,44.7,0,0.00,0.05,0.11,0,0.00,2.45,0.00
213,多頭出場,2025-05-28 12:20,Close entry(s) order Long 0050,44.7,1,44.75,-0.05,-0.11,0,0.00,-0.05,-0.11,2.4,0.00
213,多頭進場,2025-05-28 12:10,Long 0050,44.75,1,44.75,-0.05,-0.11,0,0.00,-0.05,-0.11,2.4,0.00
214,多頭出場,2025-05-28 12:50,Close entry(s) order Long 0050,44.65,1,44.65,0,0.00,0.05,0.11,-0.05,-0.11,2.4,0.00
214,多頭進場,2025-05-28 12:40,Long 0050,44.65,1,44.65,0,0.00,0.05,0.11,-0.05,-0.11,2.4,0.00
215,多頭出場,2025-05-29 11:35,Close entry(s) order Long 0050,45.05,1,45,0.05,0.11,0.05,0.11,0,0.00,2.45,0.00
215,多頭進場,2025-05-29 11:25,Long 0050,45,1,45,0.05,0.11,0.05,0.11,0,0.00,2.45,0.00
216,多頭出場,2025-05-29 12:15,Close entry(s) order Long 0050,44.9,1,44.95,-0.05,-0.11,0,0.00,-0.05,-0.11,2.4,0.00
216,多頭進場,2025-05-29 12:05,Long 0050,44.95,1,44.95,-0.05,-0.11,0,0.00,-0.05,-0.11,2.4,0.00
217,多頭出場,2025-05-29 12:40,Close entry(s) order Long 0050,44.9,1,44.9,0,0.00,0,0.00,0,0.00,2.4,0.00
217,多頭進場,2025-05-29 12:30,Long 0050,44.9,1,44.9,0,0.00,0,0.00,0,0.00,2.4,0.00
218,多頭出場,2025-06-23 09:40,Close entry(s) order Long 0050,46.3,1,46.35,-0.05,-0.11,0.05,0.11,-0.05,-0.11,2.35,0.00
218,多頭進場,2025-06-23 09:30,Long 0050,46.35,1,46.35,-0.05,-0.11,0.05,0.11,-0.05,-0.11,2.35,0.00
219,多頭出場,2025-06-25 09:15,Close entry(s) order Long 0050,47.95,1,47.95,0,0.00,0,0.00,0,0.00,2.35,0.00
219,多頭進場,2025-06-25 09:10,Long 0050,47.95,1,47.95,0,0.00,0,0.00,0,0.00,2.35,0.00
220,多頭出場,2025-06-26 12:40,Close entry(s) order Long 0050,48.3,1,48.3,0,0.00,0,0.00,-0.05,-0.10,2.35,0.00
220,多頭進場,2025-06-26 12:35,Long 0050,48.3,1,48.3,0,0.00,0,0.00,-0.05,-0.10,2.35,0.00
221,多頭出場,2025-06-27 09:25,Close entry(s) order Long 0050,48.2,1,48.2,0,0.00,0,0.00,-0.05,-0.10,2.35,0.00
221,多頭進場,2025-06-27 09:15,Long 0050,48.2,1,48.2,0,0.00,0,0.00,-0.05,-0.10,2.35,0.00
222,多頭出場,2025-06-27 10:30,Close entry(s) order Long 0050,48.15,1,48.2,-0.05,-0.10,0,0.00,-0.05,-0.10,2.3,0.00
222,多頭進場,2025-06-27 10:20,Long 0050,48.2,1,48.2,-0.05,-0.10,0,0.00,-0.05,-0.10,2.3,0.00
223,多頭出場,2025-06-27 11:35,Close entry(s) order Long 0050,48.1,1,48.15,-0.05,-0.10,0,0.00,-0.05,-0.10,2.25,0.00
223,多頭進場,2025-06-27 11:25,Long 0050,48.15,1,48.15,-0.05,-0.10,0,0.00,-0.05,-0.10,2.25,0.00
224,多頭出場,2025-06-27 12:50,Close entry(s) order Long 0050,48.3,1,48.25,0.05,0.10,0.05,0.10,0,0.00,2.3,0.00
224,多頭進場,2025-06-27 12:40,Long 0050,48.25,1,48.25,0.05,0.10,0.05,0.10,0,0.00,2.3,0.00
225,多頭出場,2025-07-04 09:35,Close entry(s) order Long 0050,49.25,1,49.3,-0.05,-0.10,0,0.00,-0.05,-0.10,2.25,0.00
225,多頭進場,2025-07-04 09:30,Long 0050,49.3,1,49.3,-0.05,-0.10,0,0.00,-0.05,-0.10,2.25,0.00
226,多頭出場,2025-07-10 09:30,Close entry(s) order Long 0050,49.25,1,49.2,0.05,0.10,0.05,0.10,0,0.00,2.3,0.00
226,多頭進場,2025-07-10 09:25,Long 0050,49.2,1,49.2,0.05,0.10,0.05,0.10,0,0.00,2.3,0.00
227,多頭出場,2025-07-15 10:10,Close entry(s) order Long 0050,50,1,50,0,0.00,0.05,0.10,-0.1,-0.20,2.3,0.00
227,多頭進場,2025-07-15 10:05,Long 0050,50,1,50,0,0.00,0.05,0.10,-0.1,-0.20,2.3,0.00
228,多頭出場,2025-07-16 12:55,Close entry(s) order Long 0050,50.55,1,50.5,0.05,0.10,0.05,0.10,-0.05,-0.10,2.35,0.00
228,多頭進場,2025-07-16 12:50,Long 0050,50.5,1,50.5,0.05,0.10,0.05,0.10,-0.05,-0.10,2.35,0.00
229,多頭出場,2025-07-21 11:05,Close entry(s) order Long 0050,50.8,1,50.85,-0.05,-0.10,0.05,0.10,-0.05,-0.10,2.3,0.00
229,多頭進場,2025-07-21 10:55,Long 0050,50.85,1,50.85,-0.05,-0.10,0.05,0.10,-0.05,-0.10,2.3,0.00
230,多頭出場,2025-07-22 09:20,Close entry(s) order Long 0050,51.2,1,51.2,0,0.00,0.05,0.10,-0.05,-0.10,2.3,0.00
230,多頭進場,2025-07-22 09:15,Long 0050,51.2,1,51.2,0,0.00,0.05,0.10,-0.05,-0.10,2.3,0.00
231,多頭出場,2025-07-23 11:45,Close entry(s) order Long 0050,50.75,1,50.7,0.05,0.10,0.05,0.10,-0.05,-0.10,2.35,0.00
231,多頭進場,2025-07-23 11:35,Long 0050,50.7,1,50.7,0.05,0.10,0.05,0.10,-0.05,-0.10,2.35,0.00
232,多頭出場,2025-07-23 12:45,Close entry(s) order Long 0050,50.7,1,50.6,0.1,0.20,0.1,0.20,0,0.00,2.45,0.00
232,多頭進場,2025-07-23 12:35,Long 0050,50.6,1,50.6,0.1,0.20,0.1,0.20,0,0.00,2.45,0.00
233,多頭出場,2025-07-28 09:25,Close entry(s) order Long 0050,51,1,50.95,0.05,0.10,0.05,0.10,-0.05,-0.10,2.5,0.00
233,多頭進場,2025-07-28 09:15,Long 0050,50.95,1,50.95,0.05,0.10,0.05,0.10,-0.05,-0.10,2.5,0.00
234,多頭出場,2025-07-29 09:15,Close entry(s) order Long 0050,50.9,1,50.85,0.05,0.10,0.05,0.10,-0.05,-0.10,2.55,0.00
234,多頭進場,2025-07-29 09:10,Long 0050,50.85,1,50.85,0.05,0.10,0.05,0.10,-0.05,-0.10,2.55,0.00
235,多頭出場,2025-07-29 09:30,Close entry(s) order Long 0050,50.9,1,50.85,0.05,0.10,0.05,0.10,-0.05,-0.10,2.6,0.00
235,多頭進場,2025-07-29 09:20,Long 0050,50.85,1,50.85,0.05,0.10,0.05,0.10,-0.05,-0.10,2.6,0.00
236,多頭出場,2025-07-29 10:10,Close entry(s) order Long 0050,50.5,1,50.3,0.2,0.40,0.25,0.50,0,0.00,2.8,0.00
236,多頭進場,2025-07-29 10:05,Long 0050,50.3,1,50.3,0.2,0.40,0.25,0.50,0,0.00,2.8,0.00
237,多頭出場,2025-07-29 11:50,Close entry(s) order Long 0050,50.35,1,50.4,-0.05,-0.10,0.05,0.10,-0.05,-0.10,2.75,0.00
237,多頭進場,2025-07-29 11:45,Long 0050,50.4,1,50.4,-0.05,-0.10,0.05,0.10,-0.05,-0.10,2.75,0.00
238,多頭出場,2025-07-31 09:15,Close entry(s) order Long 0050,51.2,1,51.2,0,0.00,0,0.00,-0.05,-0.10,2.75,0.00
238,多頭進場,2025-07-31 09:10,Long 0050,51.2,1,51.2,0,0.00,0,0.00,-0.05,-0.10,2.75,0.00
239,多頭出場,2025-08-01 09:20,Close entry(s) order Long 0050,51.05,1,51.05,0,0.00,0.05,0.10,-0.1,-0.20,2.75,0.00
239,多頭進場,2025-08-01 09:10,Long 0050,51.05,1,51.05,0,0.00,0.05,0.10,-0.1,-0.20,2.75,0.00
240,多頭出場,2025-08-12 12:05,Close entry(s) order Long 0050,52.85,1,52.8,0.05,0.09,0.1,0.19,0,0.00,2.8,0.00
240,多頭進場,2025-08-12 12:00,Long 0050,52.8,1,52.8,0.05,0.09,0.1,0.19,0,0.00,2.8,0.00
241,多頭出場,2025-08-13 10:20,Close entry(s) order Long 0050,53.3,1,53.2,0.1,0.19,0.15,0.28,-0.05,-0.09,2.9,0.00
241,多頭進場,2025-08-13 10:10,Long 0050,53.2,1,53.2,0.1,0.19,0.15,0.28,-0.05,-0.09,2.9,0.00
242,多頭出場,2025-08-13 12:55,Close entry(s) order Long 0050,53.3,1,53.25,0.05,0.09,0.05,0.09,0,0.00,2.95,0.00
242,多頭進場,2025-08-13 12:50,Long 0050,53.25,1,53.25,0.05,0.09,0.05,0.09,0,0.00,2.95,0.00
243,多頭出場,2025-08-15 12:35,Close entry(s) order Long 0050,53.25,1,53.25,0,0.00,0,0.00,-0.05,-0.09,2.95,0.00
243,多頭進場,2025-08-15 12:30,Long 0050,53.25,1,53.25,0,0.00,0,0.00,-0.05,-0.09,2.95,0.00
244,多頭出場,2025-08-21 13:10,Close entry(s) order Long 0050,51.95,1,52,-0.05,-0.10,0,0.00,-0.1,-0.19,2.9,0.00
244,多頭進場,2025-08-21 13:00,Long 0050,52,1,52,-0.05,-0.10,0,0.00,-0.1,-0.19,2.9,0.00
245,多頭出場,2025-08-26 12:45,Close entry(s) order Long 0050,52.7,1,52.7,0,0.00,0.05,0.09,-0.05,-0.09,2.9,0.00
245,多頭進場,2025-08-26 12:35,Long 0050,52.7,1,52.7,0,0.00,0.05,0.09,-0.05,-0.09,2.9,0.00
246,多頭出場,2025-08-26 13:10,Close entry(s) order Long 0050,52.75,1,52.85,-0.1,-0.19,0,0.00,-0.15,-0.28,2.8,0.00
246,多頭進場,2025-08-26 13:00,Long 0050,52.85,1,52.85,-0.1,-0.19,0,0.00,-0.15,-0.28,2.8,0.00
247,多頭出場,2025-08-27 09:25,Close entry(s) order Long 0050,53.05,1,53.05,0,0.00,0,0.00,-0.05,-0.09,2.8,0.00
247,多頭進場,2025-08-27 09:20,Long 0050,53.05,1,53.05,0,0.00,0,0.00,-0.05,-0.09,2.8,0.00
248,多頭出場,2025-08-27 10:10,Close entry(s) order Long 0050,53,1,53.05,-0.05,-0.09,0,0.00,-0.1,-0.19,2.75,0.00
248,多頭進場,2025-08-27 10:00,Long 0050,53.05,1,53.05,-0.05,-0.09,0,0.00,-0.1,-0.19,2.75,0.00
249,多頭出場,2025-08-27 12:40,Close entry(s) order Long 0050,53.05,1,52.9,0.15,0.28,0.15,0.28,0,0.00,2.9,0.00
249,多頭進場,2025-08-27 12:30,Long 0050,52.9,1,52.9,0.15,0.28,0.15,0.28,0,0.00,2.9,0.00
250,多頭出場,2025-08-27 13:00,Close entry(s) order Long 0050,53.15,1,53.15,0,0.00,0,0.00,-0.1,-0.19,2.9,0.00
250,多頭進場,2025-08-27 12:50,Long 0050,53.15,1,53.15,0,0.00,0,0.00,-0.1,-0.19,2.9,0.00
251,多頭出場,2025-09-01 10:20,Close entry(s) order Long 0050,52,1,52.1,-0.1,-0.19,0,0.00,-0.15,-0.29,2.8,0.00
251,多頭進場,2025-09-01 10:15,Long 0050,52.1,1,52.1,-0.1,-0.19,0,0.00,-0.15,-0.29,2.8,0.00
252,多頭出場,2025-09-02 09:15,Close entry(s) order Long 0050,52.45,1,52.45,0,0.00,0.05,0.10,-0.05,-0.10,2.8,0.00
252,多頭進場,2025-09-02 09:10,Long 0050,52.45,1,52.45,0,0.00,0.05,0.10,-0.05,-0.10,2.8,0.00
253,多頭出場,2025-09-04 10:10,Close entry(s) order Long 0050,52.65,1,52.65,0,0.00,0,0.00,-0.05,-0.09,2.8,0.00
253,多頭進場,2025-09-04 10:05,Long 0050,52.65,1,52.65,0,0.00,0,0.00,-0.05,-0.09,2.8,0.00
254,多頭出場,2025-09-25 09:15,Close entry(s) order Long 0050,58.1,1,58.05,0.05,0.09,0.05,0.09,0,0.00,2.85,0.00
254,多頭進場,2025-09-25 09:10,Long 0050,58.05,1,58.05,0.05,0.09,0.05,0.09,0,0.00,2.85,0.00
255,多頭出場,2025-09-25 11:20,Close entry(s) order Long 0050,58.15,1,58.15,0,0.00,0,0.00,-0.05,-0.09,2.85,0.00
255,多頭進場,2025-09-25 11:10,Long 0050,58.15,1,58.15,0,0.00,0,0.00,-0.05,-0.09,2.85,0.00
256,多頭出場,2025-09-25 13:05,Close entry(s) order Long 0050,58.15,1,58.15,0,0.00,0,0.00,-0.05,-0.09,2.85,0.00
256,多頭進場,2025-09-25 13:00,Long 0050,58.15,1,58.15,0,0.00,0,0.00,-0.05,-0.09,2.85,0.00
257,多頭出場,2025-10-01 09:25,Close entry(s) order Long 0050,58.5,1,58.25,0.25,0.43,0.25,0.43,0,0.00,3.1,0.00
257,多頭進場,2025-10-01 09:15,Long 0050,58.25,1,58.25,0.25,0.43,0.25,0.43,0,0.00,3.1,0.00
258,多頭出場,2025-10-01 09:45,Close entry(s) order Long 0050,58.7,1,58.65,0.05,0.09,0.1,0.17,-0.05,-0.09,3.15,0.00
258,多頭進場,2025-10-01 09:40,Long 0050,58.65,1,58.65,0.05,0.09,0.1,0.17,-0.05,-0.09,3.15,0.00
259,多頭出場,2025-10-01 13:10,Close entry(s) order Long 0050,58.05,1,58,0.05,0.09,0.1,0.17,-0.05,-0.09,3.2,0.00
259,多頭進場,2025-10-01 13:00,Long 0050,58,1,58,0.05,0.09,0.1,0.17,-0.05,-0.09,3.2,0.00
260,多頭出場,2025-10-03 09:20,Close entry(s) order Long 0050,59.35,1,59.25,0.1,0.17,0.15,0.25,-0.05,-0.08,3.3,0.00
260,多頭進場,2025-10-03 09:10,Long 0050,59.25,1,59.25,0.1,0.17,0.15,0.25,-0.05,-0.08,3.3,0.00
261,多頭出場,2025-10-03 09:35,Close entry(s) order Long 0050,59.25,1,59.3,-0.05,-0.08,0.05,0.08,-0.05,-0.08,3.25,0.00
261,多頭進場,2025-10-03 09:25,Long 0050,59.3,1,59.3,-0.05,-0.08,0.05,0.08,-0.05,-0.08,3.25,0.00
262,多頭出場,2025-10-03 09:55,Close entry(s) order Long 0050,59.6,1,59.5,0.1,0.17,0.1,0.17,-0.05,-0.08,3.35,0.00
262,多頭進場,2025-10-03 09:50,Long 0050,59.5,1,59.5,0.1,0.17,0.1,0.17,-0.05,-0.08,3.35,0.00
263,多頭出場,2025-10-03 10:45,Close entry(s) order Long 0050,60,1,60.05,-0.05,-0.08,0.05,0.08,-0.05,-0.08,3.3,0.00
263,多頭進場,2025-10-03 10:40,Long 0050,60.05,1,60.05,-0.05,-0.08,0.05,0.08,-0.05,-0.08,3.3,0.00
264,多頭出場,2025-10-21 11:55,Close entry(s) order Long 0050,63.2,1,63.25,-0.05,-0.08,0,0.00,-0.15,-0.24,3.25,0.00
264,多頭進場,2025-10-21 11:50,Long 0050,63.25,1,63.25,-0.05,-0.08,0,0.00,-0.15,-0.24,3.25,0.00
265,多頭出場,2025-10-21 12:05,Close entry(s) order Long 0050,63.15,1,63.1,0.05,0.08,0.1,0.16,-0.05,-0.08,3.3,0.00
265,多頭進場,2025-10-21 12:00,Long 0050,63.1,1,63.1,0.05,0.08,0.1,0.16,-0.05,-0.08,3.3,0.00
266,多頭出場,2025-10-22 09:25,Close entry(s) order Long 0050,62.55,1,62.55,0,0.00,0.1,0.16,-0.05,-0.08,3.3,0.00
266,多頭進場,2025-10-22 09:15,Long 0050,62.55,1,62.55,0,0.00,0.1,0.16,-0.05,-0.08,3.3,0.00
267,多頭出場,2025-10-28 09:15,Close entry(s) order Long 0050,63.5,1,63.45,0.05,0.08,0.05,0.08,0,0.00,3.35,0.00
267,多頭進場,2025-10-28 09:10,Long 0050,63.45,1,63.45,0.05,0.08,0.05,0.08,0,0.00,3.35,0.00
268,多頭出場,2025-10-28 09:40,Close entry(s) order Long 0050,63.6,1,63.6,0,0.00,0.1,0.16,-0.05,-0.08,3.35,0.00
268,多頭進場,2025-10-28 09:30,Long 0050,63.6,1,63.6,0,0.00,0.1,0.16,-0.05,-0.08,3.35,0.00
269,多頭出場,2025-10-28 11:55,Close entry(s) order Long 0050,63.4,1,63.4,0,0.00,0,0.00,-0.05,-0.08,3.35,0.00
269,多頭進場,2025-10-28 11:50,Long 0050,63.4,1,63.4,0,0.00,0,0.00,-0.05,-0.08,3.35,0.00
270,多頭出場,2025-10-28 12:50,Close entry(s) order Long 0050,63.25,1,63.3,-0.05,-0.08,0,0.00,-0.1,-0.16,3.3,0.00
270,多頭進場,2025-10-28 12:40,Long 0050,63.3,1,63.3,-0.05,-0.08,0,0.00,-0.1,-0.16,3.3,0.00
271,多頭出場,2025-10-29 10:25,Close entry(s) order Long 0050,64.35,1,64.25,0.1,0.16,0.1,0.16,-0.05,-0.08,3.4,0.00
271,多頭進場,2025-10-29 10:20,Long 0050,64.25,1,64.25,0.1,0.16,0.1,0.16,-0.05,-0.08,3.4,0.00
272,多頭出場,2025-10-30 09:20,Close entry(s) order Long 0050,64.6,1,64.7,-0.1,-0.15,0,0.00,-0.2,-0.31,3.3,0.00
272,多頭進場,2025-10-30 09:15,Long 0050,64.7,1,64.7,-0.1,-0.15,0,0.00,-0.2,-0.31,3.3,0.00
273,多頭出場,2025-11-11 13:00,Close entry(s) order Long 0050,63.15,1,63.15,0,0.00,0.05,0.08,-0.05,-0.08,3.3,0.00
273,多頭進場,2025-11-11 12:55,Long 0050,63.15,1,63.15,0,0.00,0.05,0.08,-0.05,-0.08,3.3,0.00
274,多頭出場,2025-11-12 10:25,Close entry(s) order Long 0050,63.1,1,63.1,0,0.00,0,0.00,-0.1,-0.16,3.3,0.00
274,多頭進場,2025-11-12 10:15,Long 0050,63.1,1,63.1,0,0.00,0,0.00,-0.1,-0.16,3.3,0.00
275,多頭出場,2025-11-12 12:45,Close entry(s) order Long 0050,63.25,1,63.25,0,0.00,0.05,0.08,-0.05,-0.08,3.3,0.00
275,多頭進場,2025-11-12 12:35,Long 0050,63.25,1,63.25,0,0.00,0.05,0.08,-0.05,-0.08,3.3,0.00
276,多頭出場,2025-11-13 10:20,Close entry(s) order Long 0050,62.85,1,62.75,0.1,0.16,0.1,0.16,0,0.00,3.4,0.00
276,多頭進場,2025-11-13 10:15,Long 0050,62.75,1,62.75,0.1,0.16,0.1,0.16,0,0.00,3.4,0.00
277,多頭出場,2025-11-21 09:35,Close entry(s) order Long 0050,60,1,60.05,-0.05,-0.08,0.05,0.08,-0.1,-0.17,3.35,0.00
277,多頭進場,2025-11-21 09:30,Long 0050,60.05,1,60.05,-0.05,-0.08,0.05,0.08,-0.1,-0.17,3.35,0.00
278,多頭出場,2025-11-24 13:00,Close entry(s) order Long 0050,59.6,1,59.65,-0.05,-0.08,0,0.00,-0.1,-0.17,3.3,0.00
278,多頭進場,2025-11-24 12:50,Long 0050,59.65,1,59.65,-0.05,-0.08,0,0.00,-0.1,-0.17,3.3,0.00
279,多頭出場,2025-11-26 09:30,Close entry(s) order Long 0050,61.5,1,61.25,0.25,0.41,0.25,0.41,0,0.00,3.55,0.00
279,多頭進場,2025-11-26 09:20,Long 0050,61.25,1,61.25,0.25,0.41,0.25,0.41,0,0.00,3.55,0.00
280,多頭出場,2025-12-01 09:25,Close entry(s) order Long 0050,61.7,1,61.8,-0.1,-0.16,0,0.00,-0.1,-0.16,3.45,0.00
280,多頭進場,2025-12-01 09:20,Long 0050,61.8,1,61.8,-0.1,-0.16,0,0.00,-0.1,-0.16,3.45,0.00
281,多頭出場,2025-12-12 12:55,Close entry(s) order Long 0050,63.3,1,63.4,-0.1,-0.16,0,0.00,-0.1,-0.16,3.35,0.00
281,多頭進場,2025-12-12 12:45,Long 0050,63.4,1,63.4,-0.1,-0.16,0,0.00,-0.1,-0.16,3.35,0.00
282,多頭出場,2025-12-15 09:20,Close entry(s) order Long 0050,62.7,1,62.65,0.05,0.08,0.05,0.08,-0.05,-0.08,3.4,0.00
282,多頭進場,2025-12-15 09:15,Long 0050,62.65,1,62.65,0.05,0.08,0.05,0.08,-0.05,-0.08,3.4,0.00
283,多頭出場,2025-12-17 12:50,Close entry(s) order Long 0050,62,1,62.05,-0.05,-0.08,0.05,0.08,-0.05,-0.08,3.35,0.00
283,多頭進場,2025-12-17 12:45,Long 0050,62.05,1,62.05,-0.05,-0.08,0.05,0.08,-0.05,-0.08,3.35,0.00
284,多頭出場,2025-12-22 09:20,Close entry(s) order Long 0050,63.25,1,63.25,0,0.00,0.05,0.08,-0.05,-0.08,3.35,0.00
284,多頭進場,2025-12-22 09:10,Long 0050,63.25,1,63.25,0,0.00,0.05,0.08,-0.05,-0.08,3.35,0.00
285,多頭出場,2025-12-23 10:10,Close entry(s) order Long 0050,63.65,1,63.7,-0.05,-0.08,0.05,0.08,-0.1,-0.16,3.3,0.00
285,多頭進場,2025-12-23 10:00,Long 0050,63.7,1,63.7,-0.05,-0.08,0.05,0.08,-0.1,-0.16,3.3,0.00
286,多頭出場,2025-12-23 10:25,Close entry(s) order Long 0050,63.7,1,63.7,0,0.00,0.05,0.08,-0.05,-0.08,3.3,0.00
286,多頭進場,2025-12-23 10:15,Long 0050,63.7,1,63.7,0,0.00,0.05,0.08,-0.05,-0.08,3.3,0.00
287,多頭出場,2025-12-30 09:50,Close entry(s) order Long 0050,65.05,1,65.05,0,0.00,0.05,0.08,-0.05,-0.08,3.3,0.00
287,多頭進場,2025-12-30 09:45,Long 0050,65.05,1,65.05,0,0.00,0.05,0.08,-0.05,-0.08,3.3,0.00
288,多頭出場,2025-12-31 09:15,Close entry(s) order Long 0050,65.15,1,65.2,-0.05,-0.08,0,0.00,-0.05,-0.08,3.25,0.00
288,多頭進場,2025-12-31 09:10,Long 0050,65.2,1,65.2,-0.05,-0.08,0,0.00,-0.05,-0.08,3.25,0.00
289,多頭出場,2025-12-31 09:55,Close entry(s) order Long 0050,65.45,1,65.35,0.1,0.15,0.25,0.38,0,0.00,3.35,0.00
289,多頭進場,2025-12-31 09:45,Long 0050,65.35,1,65.35,0.1,0.15,0.25,0.38,0,0.00,3.35,0.00
290,多頭出場,2025-12-31 12:05,Close entry(s) order Long 0050,65.75,1,65.75,0,0.00,0,0.00,-0.05,-0.08,3.35,0.00
290,多頭進場,2025-12-31 11:55,Long 0050,65.75,1,65.75,0,0.00,0,0.00,-0.05,-0.08,3.35,0.00
291,多頭出場,2025-12-31 12:35,Close entry(s) order Long 0050,65.75,1,65.75,0,0.00,0.05,0.08,0,0.00,3.35,0.00
291,多頭進場,2025-12-31 12:25,Long 0050,65.75,1,65.75,0,0.00,0.05,0.08,0,0.00,3.35,0.00
292,多頭出場,2026-01-05 09:20,Close entry(s) order Long 0050,68.75,1,68.8,-0.05,-0.07,0,0.00,-0.15,-0.22,3.3,0.00
292,多頭進場,2026-01-05 09:10,Long 0050,68.8,1,68.8,-0.05,-0.07,0,0.00,-0.15,-0.22,3.3,0.00
293,多頭出場,2026-01-05 09:40,Close entry(s) order Long 0050,69,1,68.9,0.1,0.15,0.2,0.29,-0.05,-0.07,3.4,0.00
293,多頭進場,2026-01-05 09:30,Long 0050,68.9,1,68.9,0.1,0.15,0.2,0.29,-0.05,-0.07,3.4,0.00
294,多頭出場,2026-01-05 10:00,Close entry(s) order Long 0050,69.35,1,69.55,-0.2,-0.29,0.05,0.07,-0.3,-0.43,3.2,0.00
294,多頭進場,2026-01-05 09:50,Long 0050,69.55,1,69.55,-0.2,-0.29,0.05,0.07,-0.3,-0.43,3.2,0.00
295,多頭出場,2026-01-05 11:20,Close entry(s) order Long 0050,69.95,1,70.05,-0.1,-0.14,0,0.00,-0.15,-0.21,3.1,0.00
295,多頭進場,2026-01-05 11:10,Long 0050,70.05,1,70.05,-0.1,-0.14,0,0.00,-0.15,-0.21,3.1,0.00
