Trade number,類型,日期和時間,訊號,價格 TWD,大小（數量）,大小（值）,淨損益 TWD,淨損益 %,有利波動 TWD,有利波動 %,不利波動 TWD,不利波動 %,累計損益 TWD,累計損益 %
99,多頭出場,2024-05-07 13:00,Close entry(s) order Long 0050,40.05,1,40.05,0,0.00,0,0.00,0,0.00,0.65,0.00
99,多頭進場,2024-05-07 12:50,Long 0050,40.05,1,40.05,0,0.00,0,0.00,0,0.00,0.65,0.00
100,多頭出場,2024-06-19 13:10,Close entry(s) order Long 0050,47.1,1,47,0.1,0.21,0.15,0.32,0,0.00,0.75,0.00
100,多頭進場,2024-06-19 13:00,Long 0050,47,1,47,0.1,0.21,0.15,0.32,0,0.00,0.75,0.00
101,多頭出場,2024-07-10 09:35,Close entry(s) order Long 0050,49.1,1,49.05,0.05,0.10,0.05,0.10,0,0.00,0.8,0.00
101,多頭進場,2024-07-10 09:25,Long 0050,49.05,1,49.05,0.05,0.10,0.05,0.10,0,0.00,0.8,0.00
102,多頭出場,2024-07-10 10:30,Close entry(s) order Long 0050,49.25,1,49.25,0,0.00,0.1,0.20,0,0.00,0.8,0.00
102,多頭進場,2024-07-10 10:20,Long 0050,49.25,1,49.25,0,0.00,0.1,0.20,0,0.00,0.8,0.00
103,多頭出場,2024-07-10 13:10,Close entry(s) order Long 0050,49.55,1,49.55,0,0.00,0.05,0.10,0,0.00,0.8,0.00
103,多頭進場,2024-07-10 13:00,Long 0050,49.55,1,49.55,0,0.00,0.05,0.10,0,0.00,0.8,0.00
104,多頭出場,2024-07-17 10:15,Close entry(s) order Long 0050,49,1,49,0,0.00,0,0.00,0,0.00,0.8,0.00
104,多頭進場,2024-07-17 10:10,Long 0050,49,1,49,0,0.00,0,0.00,0,0.00,0.8,0.00
105,多頭出場,2024-07-17 12:10,Close entry(s) order Long 0050,48.65,1,48.65,0,0.00,0.05,0.10,0,0.00,0.8,0.00
105,多頭進場,2024-07-17 12:05,Long 0050,48.65,1,48.65,0,0.00,0.05,0.10,0,0.00,0.8,0.00
106,多頭出場,2024-07-26 12:15,Close entry(s) order Long 0050,44.7,1,44.65,0.05,0.11,0.05,0.11,0,0.00,0.85,0.00
106,多頭進場,2024-07-26 12:05,Long 0050,44.65,1,44.65,0.05,0.11,0.05,0.11,0,0.00,0.85,0.00
107,多頭出場,2024-08-05 09:20,Close entry(s) order Long 0050,40.9,1,40.7,0.2,0.49,0.35,0.86,-0.05,-0.12,1.05,0.00
107,多頭進場,2024-08-05 09:10,Long 0050,40.7,1,40.7,0.2,0.49,0.35,0.86,-0.05,-0.12,1.05,0.00
108,多頭出場,2024-08-05 09:35,Close entry(s) order Long 0050,40.85,1,40.75,0.1,0.25,0.1,0.25,-0.2,-0.49,1.15,0.00
108,多頭進場,2024-08-05 09:25,Long 0050,40.75,1,40.75,0.1,0.25,0.1,0.25,-0.2,-0.49,1.15,0.00
109,多頭出場,2024-08-05 13:00,Close entry(s) order Long 0050,39.65,1,39.75,-0.1,-0.25,0.05,0.13,-0.1,-0.25,1.05,0.00
109,多頭進場,2024-08-05 12:50,Long 0050,39.75,1,39.75,-0.1,-0.25,0.05,0.13,-0.1,-0.25,1.05,0.00
110,多頭出場,2024-08-06 12:05,Close entry(s) order Long 0050,42.15,1,42.25,-0.1,-0.24,0.15,0.36,-0.15,-0.36,0.95,0.00
110,多頭進場,2024-08-06 11:55,Long 0050,42.25,1,42.25,-0.1,-0.24,0.15,0.36,-0.15,-0.36,0.95,0.00
111,多頭出場,2024-08-21 12:50,Close entry(s) order Long 0050,45.4,1,45.45,-0.05,-0.11,0.05,0.11,-0.05,-0.11,0.9,0.00
111,多頭進場,2024-08-21 12:40,Long 0050,45.45,1,45.45,-0.05,-0.11,0.05,0.11,-0.05,-0.11,0.9,0.00
112,多頭出場,2024-09-02 11:50,Close entry(s) order Long 0050,45.25,1,45.15,0.1,0.22,0.1,0.22,0,0.00,1,0.00
112,多頭進場,2024-09-02 11:40,Long 0050,45.15,1,45.15,0.1,0.22,0.1,0.22,0,0.00,1,0.00
113,多頭出場,2024-09-18 12:55,Close entry(s) order Long 0050,44.2,1,44.25,-0.05,-0.11,0.05,0.11,-0.05,-0.11,0.95,0.00
113,多頭進場,2024-09-18 12:45,Long 0050,44.25,1,44.25,-0.05,-0.11,0.05,0.11,-0.05,-0.11,0.95,0.00
114,多頭出場,2024-09-30 09:55,Close entry(s) order Long 0050,46.45,1,46.55,-0.1,-0.21,0,0.00,-0.15,-0.32,0.85,0.00
114,多頭進場,2024-09-30 09:45,Long 0050,46.55,1,46.55,-0.1,-0.21,0,0.00,-0.15,-0.32,0.85,0.00
115,多頭出場,2024-09-30 10:15,Close entry(s) order Long 0050,46.25,1,46.35,-0.1,-0.22,0.05,0.11,-0.1,-0.22,0.75,0.00
115,多頭進場,2024-09-30 10:05,Long 0050,46.35,1,46.35,-0.1,-0.22,0.05,0.11,-0.1,-0.22,0.75,0.00
116,多頭出場,2024-09-30 12:50,Close entry(s) order Long 0050,46.1,1,46.15,-0.05,-0.11,0,0.00,-0.05,-0.11,0.7,0.00
116,多頭進場,2024-09-30 12:40,Long 0050,46.15,1,46.15,-0.05,-0.11,0,0.00,-0.05,-0.11,0.7,0.00
117,多頭出場,2024-10-01 10:40,Close entry(s) order Long 0050,45.95,1,45.85,0.1,0.22,0.1,0.22,0,0.00,0.8,0.00
117,多頭進場,2024-10-01 10:30,Long 0050,45.85,1,45.85,0.1,0.22,0.1,0.22,0,0.00,0.8,0.00
118,多頭出場,2024-10-08 12:30,Close entry(s) order Long 0050,46.7,1,46.7,0,0.00,0,0.00,-0.05,-0.11,0.8,0.00
118,多頭進場,2024-10-08 12:20,Long 0050,46.7,1,46.7,0,0.00,0,0.00,-0.05,-0.11,0.8,0.00
119,多頭出場,2024-10-08 13:10,Close entry(s) order Long 0050,46.8,1,46.75,0.05,0.11,0.05,0.11,0,0.00,0.85,0.00
119,多頭進場,2024-10-08 13:00,Long 0050,46.75,1,46.75,0.05,0.11,0.05,0.11,0,0.00,0.85,0.00
120,多頭出場,2024-10-14 09:20,Close entry(s) order Long 0050,48,1,48,0,0.00,0,0.00,-0.05,-0.10,0.85,0.00
120,多頭進場,2024-10-14 09:15,Long 0050,48,1,48,0,0.00,0,0.00,-0.05,-0.10,0.85,0.00
121,多頭出場,2024-10-14 10:20,Close entry(s) order Long 0050,48.2,1,48.05,0.15,0.31,0.2,0.42,0,0.00,1,0.00
121,多頭進場,2024-10-14 10:10,Long 0050,48.05,1,48.05,0.15,0.31,0.2,0.42,0,0.00,1,0.00
122,多頭出場,2024-10-15 09:15,Close entry(s) order Long 0050,48.55,1,48.5,0.05,0.10,0.05,0.10,0,0.00,1.05,0.00
122,多頭進場,2024-10-15 09:10,Long 0050,48.5,1,48.5,0.05,0.10,0.05,0.10,0,0.00,1.05,0.00
123,多頭出場,2024-10-16 11:30,Close entry(s) order Long 0050,48.7,1,48.65,0.05,0.10,0.05,0.10,-0.05,-0.10,1.1,0.00
123,多頭進場,2024-10-16 11:20,Long 0050,48.65,1,48.65,0.05,0.10,0.05,0.10,-0.05,-0.10,1.1,0.00
124,多頭出場,2024-10-16 12:45,Close entry(s) order Long 0050,48.3,1,48.45,-0.15,-0.31,0,0.00,-0.15,-0.31,0.95,0.00
124,多頭進場,2024-10-16 12:40,Long 0050,48.45,1,48.45,-0.15,-0.31,0,0.00,-0.15,-0.31,0.95,0.00
125,多頭出場,2024-10-16 12:55,Close entry(s) order Long 0050,48.3,1,48.3,0,0.00,0,0.00,0,0.00,0.95,0.00
125,多頭進場,2024-10-16 12:50,Long 0050,48.3,1,48.3,0,0.00,0,0.00,0,0.00,0.95,0.00
126,多頭出場,2024-10-17 10:55,Close entry(s) order Long 0050,48.05,1,48,0.05,0.10,0.05,0.10,0,0.00,1,0.00
126,多頭進場,2024-10-17 10:45,Long 0050,48,1,48,0.05,0.10,0.05,0.10,0,0.00,1,0.00
127,多頭出場,2024-10-17 11:10,Close entry(s) order Long 0050,48.2,1,48.1,0.1,0.21,0.1,0.21,0,0.00,1.1,0.00
127,多頭進場,2024-10-17 11:00,Long 0050,48.1,1,48.1,0.1,0.21,0.1,0.21,0,0.00,1.1,0.00
128,多頭出場,2024-10-18 09:20,Close entry(s) order Long 0050,49.8,1,49.85,-0.05,-0.10,0,0.00,-0.1,-0.20,1.05,0.00
128,多頭進場,2024-10-18 09:15,Long 0050,49.85,1,49.85,-0.05,-0.10,0,0.00,-0.1,-0.20,1.05,0.00
129,多頭出場,2024-10-18 10:10,Close entry(s) order Long 0050,49.95,1,49.9,0.05,0.10,0.1,0.20,0,0.00,1.1,0.00
129,多頭進場,2024-10-18 10:05,Long 0050,49.9,1,49.9,0.05,0.10,0.1,0.20,0,0.00,1.1,0.00
130,多頭出場,2024-10-18 13:10,Close entry(s) order Long 0050,49.5,1,49.4,0.1,0.20,0.15,0.30,0,0.00,1.2,0.00
130,多頭進場,2024-10-18 13:00,Long 0050,49.4,1,49.4,0.1,0.20,0.15,0.30,0,0.00,1.2,0.00
131,多頭出場,2024-10-21 11:45,Close entry(s) order Long 0050,49.85,1,49.85,0,0.00,0,0.00,-0.05,-0.10,1.2,0.00
131,多頭進場,2024-10-21 11:40,Long 0050,49.85,1,49.85,0,0.00,0,0.00,-0.05,-0.10,1.2,0.00
132,多頭出場,2024-10-21 12:45,Close entry(s) order Long 0050,49.65,1,49.7,-0.05,-0.10,0,0.00,-0.1,-0.20,1.15,0.00
132,多頭進場,2024-10-21 12:35,Long 0050,49.7,1,49.7,-0.05,-0.10,0,0.00,-0.1,-0.20,1.15,0.00
133,多頭出場,2024-10-21 13:05,Close entry(s) order Long 0050,49.6,1,49.6,0,0.00,0.05,0.10,0,0.00,1.15,0.00
133,多頭進場,2024-10-21 12:55,Long 0050,49.6,1,49.6,0,0.00,0.05,0.10,0,0.00,1.15,0.00
134,多頭出場,2024-10-22 09:25,Close entry(s) order Long 0050,49.15,1,48.95,0.2,0.41,0.2,0.41,-0.05,-0.10,1.35,0.00
134,多頭進場,2024-10-22 09:15,Long 0050,48.95,1,48.95,0.2,0.41,0.2,0.41,-0.05,-0.10,1.35,0.00
135,多頭出場,2024-10-23 09:20,Close entry(s) order Long 0050,48.95,1,49.05,-0.1,-0.20,0.05,0.10,-0.15,-0.31,1.25,0.00
135,多頭進場,2024-10-23 09:10,Long 0050,49.05,1,49.05,-0.1,-0.20,0.05,0.10,-0.15,-0.31,1.25,0.00
136,多頭出場,2024-10-23 10:05,Close entry(s) order Long 0050,49.05,1,49.05,0,0.00,0.05,0.10,-0.05,-0.10,1.25,0.00
136,多頭進場,2024-10-23 09:55,Long 0050,49.05,1,49.05,0,0.00,0.05,0.10,-0.05,-0.10,1.25,0.00
137,多頭出場,2024-10-23 11:45,Close entry(s) order Long 0050,48.95,1,48.95,0,0.00,0,0.00,-0.05,-0.10,1.25,0.00
137,多頭進場,2024-10-23 11:35,Long 0050,48.95,1,48.95,0,0.00,0,0.00,-0.05,-0.10,1.25,0.00
138,多頭出場,2024-10-23 13:00,Close entry(s) order Long 0050,48.95,1,48.95,0,0.00,0,0.00,0,0.00,1.25,0.00
138,多頭進場,2024-10-23 12:50,Long 0050,48.95,1,48.95,0,0.00,0,0.00,0,0.00,1.25,0.00
139,多頭出場,2024-10-24 09:40,Close entry(s) order Long 0050,49.15,1,49.15,0,0.00,0.05,0.10,0,0.00,1.25,0.00
139,多頭進場,2024-10-24 09:30,Long 0050,49.15,1,49.15,0,0.00,0.05,0.10,0,0.00,1.25,0.00
140,多頭出場,2024-10-24 10:30,Close entry(s) order Long 0050,49.05,1,49.05,0,0.00,0.05,0.10,0,0.00,1.25,0.00
140,多頭進場,2024-10-24 10:20,Long 0050,49.05,1,49.05,0,0.00,0.05,0.10,0,0.00,1.25,0.00
141,多頭出場,2024-10-24 12:50,Close entry(s) order Long 0050,48.7,1,48.75,-0.05,-0.10,0.05,0.10,-0.05,-0.10,1.2,0.00
141,多頭進場,2024-10-24 12:45,Long 0050,48.75,1,48.75,-0.05,-0.10,0.05,0.10,-0.05,-0.10,1.2,0.00
142,多頭出場,2024-10-25 12:00,Close entry(s) order Long 0050,48.9,1,48.9,0,0.00,0,0.00,-0.05,-0.10,1.2,0.00
142,多頭進場,2024-10-25 11:55,Long 0050,48.9,1,48.9,0,0.00,0,0.00,-0.05,-0.10,1.2,0.00
143,多頭出場,2024-10-29 09:50,Close entry(s) order Long 0050,47.95,1,48.05,-0.1,-0.21,0,0.00,-0.1,-0.21,1.1,0.00
143,多頭進場,2024-10-29 09:40,Long 0050,48.05,1,48.05,-0.1,-0.21,0,0.00,-0.1,-0.21,1.1,0.00
144,多頭出場,2024-10-29 10:15,Close entry(s) order Long 0050,47.65,1,47.6,0.05,0.11,0.05,0.11,-0.05,-0.11,1.15,0.00
144,多頭進場,2024-10-29 10:05,Long 0050,47.6,1,47.6,0.05,0.11,0.05,0.11,-0.05,-0.11,1.15,0.00
145,多頭出場,2024-10-29 12:45,Close entry(s) order Long 0050,47.65,1,47.7,-0.05,-0.10,0,0.00,-0.05,-0.10,1.1,0.00
145,多頭進場,2024-10-29 12:35,Long 0050,47.7,1,47.7,-0.05,-0.10,0,0.00,-0.05,-0.10,1.1,0.00
146,多頭出場,2024-10-29 13:00,Close entry(s) order Long 0050,47.7,1,47.65,0.05,0.10,0.05,0.10,0,0.00,1.15,0.00
146,多頭進場,2024-10-29 12:50,Long 0050,47.65,1,47.65,0.05,0.10,0.05,0.10,0,0.00,1.15,0.00
147,多頭出場,2024-10-30 12:45,Close entry(s) order Long 0050,47.95,1,47.95,0,0.00,0,0.00,-0.05,-0.10,1.15,0.00
147,多頭進場,2024-10-30 12:40,Long 0050,47.95,1,47.95,0,0.00,0,0.00,-0.05,-0.10,1.15,0.00
148,多頭出場,2024-11-01 09:20,Close entry(s) order Long 0050,46.9,1,46.95,-0.05,-0.11,0.05,0.11,-0.1,-0.21,1.1,0.00
148,多頭進場,2024-11-01 09:10,Long 0050,46.95,1,46.95,-0.05,-0.11,0.05,0.11,-0.1,-0.21,1.1,0.00
149,多頭出場,2024-11-01 10:40,Close entry(s) order Long 0050,47.15,1,47.3,-0.15,-0.32,0,0.00,-0.2,-0.42,0.95,0.00
149,多頭進場,2024-11-01 10:30,Long 0050,47.3,1,47.3,-0.15,-0.32,0,0.00,-0.2,-0.42,0.95,0.00
150,多頭出場,2024-11-01 12:30,Close entry(s) order Long 0050,47.4,1,47.4,0,0.00,0,0.00,-0.05,-0.11,0.95,0.00
150,多頭進場,2024-11-01 12:20,Long 0050,47.4,1,47.4,0,0.00,0,0.00,-0.05,-0.11,0.95,0.00
151,多頭出場,2024-11-01 13:00,Close entry(s) order Long 0050,47.5,1,47.35,0.15,0.32,0.15,0.32,0,0.00,1.1,0.00
151,多頭進場,2024-11-01 12:50,Long 0050,47.35,1,47.35,0.15,0.32,0.15,0.32,0,0.00,1.1,0.00
152,多頭出場,2024-11-08 12:10,Close entry(s) order Long 0050,49.7,1,49.7,0,0.00,0.05,0.10,0,0.00,1.1,0.00
152,多頭進場,2024-11-08 12:05,Long 0050,49.7,1,49.7,0,0.00,0.05,0.10,0,0.00,1.1,0.00
153,多頭出場,2024-11-12 09:40,Close entry(s) order Long 0050,48.85,1,48.7,0.15,0.31,0.15,0.31,0,0.00,1.25,0.00
153,多頭進場,2024-11-12 09:30,Long 0050,48.7,1,48.7,0.15,0.31,0.15,0.31,0,0.00,1.25,0.00
154,多頭出場,2024-11-14 09:20,Close entry(s) order Long 0050,47.9,1,48,-0.1,-0.21,0.05,0.10,-0.1,-0.21,1.15,0.00
154,多頭進場,2024-11-14 09:10,Long 0050,48,1,48,-0.1,-0.21,0.05,0.10,-0.1,-0.21,1.15,0.00
155,多頭出場,2024-11-14 09:55,Close entry(s) order Long 0050,47.95,1,47.85,0.1,0.21,0.2,0.42,0,0.00,1.25,0.00
155,多頭進場,2024-11-14 09:45,Long 0050,47.85,1,47.85,0.1,0.21,0.2,0.42,0,0.00,1.25,0.00
156,多頭出場,2024-11-14 11:00,Close entry(s) order Long 0050,47.6,1,47.55,0.05,0.11,0.1,0.21,0,0.00,1.3,0.00
156,多頭進場,2024-11-14 10:50,Long 0050,47.55,1,47.55,0.05,0.11,0.1,0.21,0,0.00,1.3,0.00
157,多頭出場,2024-11-14 12:25,Close entry(s) order Long 0050,47.9,1,47.95,-0.05,-0.10,0,0.00,-0.05,-0.10,1.25,0.00
157,多頭進場,2024-11-14 12:20,Long 0050,47.95,1,47.95,-0.05,-0.10,0,0.00,-0.05,-0.10,1.25,0.00
158,多頭出場,2024-11-20 09:20,Close entry(s) order Long 0050,48.15,1,48.15,0,0.00,0,0.00,-0.05,-0.10,1.25,0.00
158,多頭進場,2024-11-20 09:15,Long 0050,48.15,1,48.15,0,0.00,0,0.00,-0.05,-0.10,1.25,0.00
159,多頭出場,2024-11-22 11:45,Close entry(s) order Long 0050,48.15,1,48.1,0.05,0.10,0.05,0.10,0,0.00,1.3,0.00
159,多頭進場,2024-11-22 11:35,Long 0050,48.1,1,48.1,0.05,0.10,0.05,0.10,0,0.00,1.3,0.00
160,多頭出場,2024-11-25 12:45,Close entry(s) order Long 0050,48.25,1,48.25,0,0.00,0.05,0.10,0,0.00,1.3,0.00
160,多頭進場,2024-11-25 12:40,Long 0050,48.25,1,48.25,0,0.00,0.05,0.10,0,0.00,1.3,0.00
161,多頭出場,2024-12-02 12:40,Close entry(s) order Long 0050,47.85,1,47.8,0.05,0.10,0.05,0.10,0,0.00,1.35,0.00
161,多頭進場,2024-12-02 12:30,Long 0050,47.8,1,47.8,0.05,0.10,0.05,0.10,0,0.00,1.35,0.00
162,多頭出場,2024-12-03 09:25,Close entry(s) order Long 0050,48.7,1,48.65,0.05,0.10,0.05,0.10,0,0.00,1.4,0.00
162,多頭進場,2024-12-03 09:20,Long 0050,48.65,1,48.65,0.05,0.10,0.05,0.10,0,0.00,1.4,0.00
163,多頭出場,2024-12-06 12:10,Close entry(s) order Long 0050,48.95,1,48.9,0.05,0.10,0.05,0.10,0,0.00,1.45,0.00
163,多頭進場,2024-12-06 12:00,Long 0050,48.9,1,48.9,0.05,0.10,0.05,0.10,0,0.00,1.45,0.00
164,多頭出場,2024-12-06 12:30,Close entry(s) order Long 0050,48.8,1,48.8,0,0.00,0,0.00,-0.05,-0.10,1.45,0.00
164,多頭進場,2024-12-06 12:25,Long 0050,48.8,1,48.8,0,0.00,0,0.00,-0.05,-0.10,1.45,0.00
165,多頭出場,2024-12-06 13:00,Close entry(s) order Long 0050,48.9,1,48.9,0,0.00,0,0.00,-0.05,-0.10,1.45,0.00
165,多頭進場,2024-12-06 12:50,Long 0050,48.9,1,48.9,0,0.00,0,0.00,-0.05,-0.10,1.45,0.00
166,多頭出場,2024-12-11 12:40,Close entry(s) order Long 0050,48.2,1,48.2,0,0.00,0,0.00,0,0.00,1.45,0.00
166,多頭進場,2024-12-11 12:35,Long 0050,48.2,1,48.2,0,0.00,0,0.00,0,0.00,1.45,0.00
167,多頭出場,2024-12-23 09:45,Close entry(s) order Long 0050,49,1,48.95,0.05,0.10,0.05,0.10,0,0.00,1.5,0.00
167,多頭進場,2024-12-23 09:35,Long 0050,48.95,1,48.95,0.05,0.10,0.05,0.10,0,0.00,1.5,0.00
168,多頭出場,2024-12-23 10:05,Close entry(s) order Long 0050,49.15,1,49.15,0,0.00,0.05,0.10,-0.05,-0.10,1.5,0.00
168,多頭進場,2024-12-23 10:00,Long 0050,49.15,1,49.15,0,0.00,0.05,0.10,-0.05,-0.10,1.5,0.00
169,多頭出場,2024-12-26 12:15,Close entry(s) order Long 0050,49.6,1,49.6,0,0.00,0.05,0.10,0,0.00,1.5,0.00
169,多頭進場,2024-12-26 12:05,Long 0050,49.6,1,49.6,0,0.00,0.05,0.10,0,0.00,1.5,0.00
170,多頭出場,2024-12-27 10:20,Close entry(s) order Long 0050,49.6,1,49.6,0,0.00,0,0.00,0,0.00,1.5,0.00
170,多頭進場,2024-12-27 10:15,Long 0050,49.6,1,49.6,0,0.00,0,0.00,0,0.00,1.5,0.00
171,多頭出場,2024-12-27 10:35,Close entry(s) order Long 0050,49.6,1,49.55,0.05,0.10,0.1,0.20,0,0.00,1.55,0.00
171,多頭進場,2024-12-27 10:25,Long 0050,49.55,1,49.55,0.05,0.10,0.1,0.20,0,0.00,1.55,0.00
172,多頭出場,2024-12-30 10:35,Close entry(s) order Long 0050,49.6,1,49.6,0,0.00,0,0.00,0,0.00,1.55,0.00
172,多頭進場,2024-12-30 10:30,Long 0050,49.6,1,49.6,0,0.00,0,0.00,0,0.00,1.55,0.00
173,多頭出場,2024-12-30 11:00,Close entry(s) order Long 0050,49.6,1,49.6,0,0.00,0,0.00,-0.05,-0.10,1.55,0.00
173,多頭進場,2024-12-30 10:50,Long 0050,49.6,1,49.6,0,0.00,0,0.00,-0.05,-0.10,1.55,0.00
174,多頭出場,2024-12-30 12:30,Close entry(s) order Long 0050,49.55,1,49.55,0,0.00,0,0.00,0,0.00,1.55,0.00
174,多頭進場,2024-12-30 12:20,Long 0050,49.55,1,49.55,0,0.00,0,0.00,0,0.00,1.55,0.00
175,多頭出場,2025-01-02 09:20,Close entry(s) order Long 0050,48.85,1,48.9,-0.05,-0.10,0,0.00,-0.05,-0.10,1.5,0.00
175,多頭進場,2025-01-02 09:10,Long 0050,48.9,1,48.9,-0.05,-0.10,0,0.00,-0.05,-0.10,1.5,0.00
176,多頭出場,2025-01-15 09:20,Close entry(s) order Long 0050,48.6,1,48.75,-0.15,-0.31,0.05,0.10,-0.2,-0.41,1.35,0.00
176,多頭進場,2025-01-15 09:10,Long 0050,48.75,1,48.75,-0.15,-0.31,0.05,0.10,-0.2,-0.41,1.35,0.00
177,多頭出場,2025-01-15 09:50,Close entry(s) order Long 0050,48.65,1,48.6,0.05,0.10,0.05,0.10,0,0.00,1.4,0.00
177,多頭進場,2025-01-15 09:40,Long 0050,48.6,1,48.6,0.05,0.10,0.05,0.10,0,0.00,1.4,0.00
178,多頭出場,2025-01-22 09:45,Close entry(s) order Long 0050,50.25,1,50.2,0.05,0.10,0.05,0.10,0,0.00,1.45,0.00
178,多頭進場,2025-01-22 09:35,Long 0050,50.2,1,50.2,0.05,0.10,0.05,0.10,0,0.00,1.45,0.00
179,多頭出場,2025-01-22 12:35,Close entry(s) order Long 0050,50.25,1,50.2,0.05,0.10,0.05,0.10,0,0.00,1.5,0.00
179,多頭進場,2025-01-22 12:30,Long 0050,50.2,1,50.2,0.05,0.10,0.05,0.10,0,0.00,1.5,0.00
180,多頭出場,2025-02-03 09:15,Close entry(s) order Long 0050,48.2,1,47.8,0.4,0.84,0.45,0.94,-0.05,-0.10,1.9,0.00
180,多頭進場,2025-02-03 09:10,Long 0050,47.8,1,47.8,0.4,0.84,0.45,0.94,-0.05,-0.10,1.9,0.00
181,多頭出場,2025-02-03 09:35,Close entry(s) order Long 0050,48.1,1,48.2,-0.1,-0.21,0,0.00,-0.15,-0.31,1.8,0.00
181,多頭進場,2025-02-03 09:25,Long 0050,48.2,1,48.2,-0.1,-0.21,0,0.00,-0.15,-0.31,1.8,0.00
182,多頭出場,2025-02-03 12:30,Close entry(s) order Long 0050,48.05,1,48.05,0,0.00,0,0.00,0,0.00,1.8,0.00
182,多頭進場,2025-02-03 12:20,Long 0050,48.05,1,48.05,0,0.00,0,0.00,0,0.00,1.8,0.00
183,多頭出場,2025-02-03 12:55,Close entry(s) order Long 0050,47.95,1,47.95,0,0.00,0.05,0.10,0,0.00,1.8,0.00
183,多頭進場,2025-02-03 12:45,Long 0050,47.95,1,47.95,0,0.00,0.05,0.10,0,0.00,1.8,0.00
184,多頭出場,2025-02-03 13:05,Close entry(s) order Long 0050,47.9,1,47.95,-0.05,-0.10,0,0.00,-0.05,-0.10,1.75,0.00
184,多頭進場,2025-02-03 13:00,Long 0050,47.95,1,47.95,-0.05,-0.10,0,0.00,-0.05,-0.10,1.75,0.00
185,多頭出場,2025-02-12 09:40,Close entry(s) order Long 0050,49.55,1,49.55,0,0.00,0,0.00,0,0.00,1.75,0.00
185,多頭進場,2025-02-12 09:30,Long 0050,49.55,1,49.55,0,0.00,0,0.00,0,0.00,1.75,0.00
186,多頭出場,2025-02-12 11:05,Close entry(s) order Long 0050,49.4,1,49.35,0.05,0.10,0.05,0.10,0,0.00,1.8,0.00
186,多頭進場,2025-02-12 10:55,Long 0050,49.35,1,49.35,0.05,0.10,0.05,0.10,0,0.00,1.8,0.00
187,多頭出場,2025-02-14 12:50,Close entry(s) order Long 0050,48.45,1,48.4,0.05,0.10,0.05,0.10,0,0.00,1.85,0.00
187,多頭進場,2025-02-14 12:45,Long 0050,48.4,1,48.4,0.05,0.10,0.05,0.10,0,0.00,1.85,0.00
188,多頭出場,2025-02-20 12:15,Close entry(s) order Long 0050,49.05,1,49.1,-0.05,-0.10,0.05,0.10,-0.1,-0.20,1.8,0.00
188,多頭進場,2025-02-20 12:05,Long 0050,49.1,1,49.1,-0.05,-0.10,0.05,0.10,-0.1,-0.20,1.8,0.00
189,多頭出場,2025-02-20 12:40,Close entry(s) order Long 0050,49.15,1,49.1,0.05,0.10,0.05,0.10,0,0.00,1.85,0.00
189,多頭進場,2025-02-20 12:30,Long 0050,49.1,1,49.1,0.05,0.10,0.05,0.10,0,0.00,1.85,0.00
190,多頭出場,2025-02-21 10:30,Close entry(s) order Long 0050,49.35,1,49.35,0,0.00,0,0.00,0,0.00,1.85,0.00
190,多頭進場,2025-02-21 10:20,Long 0050,49.35,1,49.35,0,0.00,0,0.00,0,0.00,1.85,0.00
191,多頭出場,2025-02-25 09:30,Close entry(s) order Long 0050,48.2,1,48.2,0,0.00,0,0.00,-0.05,-0.10,1.85,0.00
191,多頭進場,2025-02-25 09:20,Long 0050,48.2,1,48.2,0,0.00,0,0.00,-0.05,-0.10,1.85,0.00
192,多頭出場,2025-03-04 09:25,Close entry(s) order Long 0050,46.4,1,46.35,0.05,0.11,0.05,0.11,-0.05,-0.11,1.9,0.00
192,多頭進場,2025-03-04 09:15,Long 0050,46.35,1,46.35,0.05,0.11,0.05,0.11,-0.05,-0.11,1.9,0.00
193,多頭出場,2025-03-21 09:20,Close entry(s) order Long 0050,45.95,1,45.9,0.05,0.11,0.1,0.22,0,0.00,1.95,0.00
193,多頭進場,2025-03-21 09:10,Long 0050,45.9,1,45.9,0.05,0.11,0.1,0.22,0,0.00,1.95,0.00
194,多頭出場,2025-04-08 09:25,Close entry(s) order Long 0050,39,1,38.35,0.65,1.69,0.65,1.69,-0.05,-0.13,2.6,0.00
194,多頭進場,2025-04-08 09:15,Long 0050,38.35,1,38.35,0.65,1.69,0.65,1.69,-0.05,-0.13,2.6,0.00
195,多頭出場,2025-04-08 09:35,Close entry(s) order Long 0050,38.85,1,39.1,-0.25,-0.64,0.05,0.13,-0.3,-0.77,2.35,0.00
195,多頭進場,2025-04-08 09:30,Long 0050,39.1,1,39.1,-0.25,-0.64,0.05,0.13,-0.3,-0.77,2.35,0.00
196,多頭出場,2025-04-08 09:45,Close entry(s) order Long 0050,38.75,1,39.05,-0.3,-0.77,0.1,0.26,-0.35,-0.90,2.05,0.00
196,多頭進場,2025-04-08 09:40,Long 0050,39.05,1,39.05,-0.3,-0.77,0.1,0.26,-0.35,-0.90,2.05,0.00
197,多頭出場,2025-04-08 11:35,Close entry(s) order Long 0050,38,1,37.9,0.1,0.26,0.15,0.40,-0.05,-0.13,2.15,0.00
197,多頭進場,2025-04-08 11:30,Long 0050,37.9,1,37.9,0.1,0.26,0.15,0.40,-0.05,-0.13,2.15,0.00
198,多頭出場,2025-04-09 09:20,Close entry(s) order Long 0050,38.15,1,38.15,0,0.00,0.4,1.05,0,0.00,2.15,0.00
